src,dst,predictions
17,8,2.05E-32
14,10,0.021750655
9,18,0.090504342
14,16,5.58E-12
18,16,5.58E-12
6,4,5.04E-27
9,5,5.04E-27
3,1,0.053418946
13,0,0.247523218
12,1,0.247523218
5,9,0.032447355
7,10,0.275074242
16,1,0.275074242
6,2,0.321370055
7,17,0.321370055
6,19,0.165869787
13,18,0.165869787
14,16,0.355382217
14,12,0.355382217
8,9,0.16896904
13,16,0.16896904
15,19,0
7,3,0
7,16,4.95E-05
1,19,4.95E-05
9,0,0.186371602
9,2,0.186371602
5,17,0
5,12,0
18,4,6.09E-10
8,17,6.09E-10
0,9,0.380122568
4,10,0.380122568
17,1,0
17,0,0
5,17,0.012161678
15,19,0.999999821
12,16,0.975038469
10,6,1.03E-18
17,19,1.03E-18
11,12,0
10,0,0
19,4,1.73E-09
12,2,1.73E-09
3,15,0.011912441
15,17,0
18,0,0
15,19,0.004087037
0,5,0.494612323
4,17,0.494612323
15,14,0.074699449
16,6,0
7,12,0
3,1,0
9,16,0
14,6,0.183305747
0,12,0.183305747
8,12,0
13,6,0
1,18,0
4,18,0
11,17,0.175671696
3,0,0.175671696
12,1,0.044660283
18,16,0.205223987
18,4,0.205223987
4,14,0.051177994
13,15,0
13,19,0
2,14,0.012612164
15,19,4.39E-08
10,11,4.39E-08
7,17,0.001059858
8,17,0.015363138
2,16,0.015363138
12,1,0
0,16,0
14,6,0
10,4,0
16,6,0.324677851
11,2,0.324677851
1,12,0
16,7,0
8,14,0.072943185
18,4,1.70E-31
18,12,1.70E-31
18,13,0.284694863
10,18,0.284694863
4,12,0
2,8,0
2,10,0.001416618
9,0,0.071160408
12,5,0.970891476
3,12,0
1,17,0
4,12,0
8,14,0
15,18,9.71E-19
18,2,9.71E-19
12,17,1.08E-15
14,3,1.08E-15
19,9,0
7,6,0
3,16,0.070635026
15,0,2.98E-22
9,18,2.98E-22
16,19,0.227857483
8,3,0.227857483
8,11,0.142785415
17,8,0.142785415
16,1,0
1,4,0
11,17,2.86E-30
3,14,2.86E-30
11,1,1.01E-29
9,10,1.01E-29
1,12,0.017419312
17,19,0.017419312
11,18,0.346301153
9,19,0.346301153
7,1,0.400889228
8,6,0.400889228
15,19,0.494133681
7,4,0.494133681
9,12,0.38561158
19,7,0.38561158
11,12,6.57E-10
15,9,6.57E-10
1,2,0.001525191
6,17,0
16,9,0
14,4,0.101276819
8,6,0.101276819
16,7,0
6,13,0
12,17,1.29E-32
16,17,1.29E-32
19,7,0.071793806
11,6,0.442144334
17,1,0
19,2,0
6,4,0.753013432
9,7,0
5,15,0
11,8,0.051932104
6,16,0
12,9,0
15,3,0.010654941
1,9,0.002875902
4,6,0
14,19,0
18,13,2.42E-24
11,12,2.42E-24
9,11,0.05124833
13,19,0.320709863
6,11,0.320709863
15,8,0.414222915
12,19,0.414222915
3,7,0.077121286
17,8,0.925774634
6,15,0.00988837
18,3,0
15,6,0
17,0,0
7,1,0
11,14,0.95211184
2,4,4.65E-32
17,9,4.65E-32
8,7,0
12,19,0
3,1,0.05302371
3,7,0.127077205
9,7,0.127077205
3,2,0.000310139
15,7,0.000310139
14,15,0
16,9,0
6,2,2.17E-09
12,16,2.17E-09
18,4,1.59E-17
13,16,1.59E-17
1,0,0.075397897
15,18,0
8,11,0
10,6,0
12,17,0
3,12,6.13E-29
14,18,6.13E-29
1,2,6.13E-14
5,16,6.13E-14
13,14,0.270407734
11,7,0.270407734
4,9,0.896671236
13,6,7.18E-11
12,4,7.18E-11
18,17,8.75E-20
6,15,8.75E-20
13,11,0
5,11,0
11,15,0.076412121
6,0,0
7,3,0
5,11,0.101987585
14,15,0.101987585
17,19,0.307815522
11,4,0.272481266
7,15,0.272481266
7,1,0.99593097
16,1,0.350210466
15,12,0.350210466
7,10,0
7,2,0
13,11,0.060878141
19,9,1.86E-28
10,2,1.86E-28
19,16,0
8,11,0
19,0,0.007984617
15,13,0
14,11,0
7,0,0.422334637
12,9,0.422334637
11,9,0
2,18,0
19,0,0.093015522
3,15,0.023918947
14,16,0
9,13,0
12,8,0
4,16,0
11,18,1.38E-12
1,19,1.38E-12
9,0,0
8,2,0
13,2,0.062601939
19,9,0.011401635
3,18,0
4,0,0
15,13,0.220889458
19,18,0.220889458
8,18,0.991594076
12,5,0.009741038
1,17,0.994226992
19,1,0.118386546
14,10,0.118386546
12,11,0.153568122
8,12,0.153568122
10,11,0.105124389
8,3,0.105124389
8,2,0
2,7,0
14,10,4.00E-09
15,2,4.00E-09
12,15,0
19,11,0
0,14,0.583845794
11,17,0.467506703
19,6,0.467506703
13,12,0.194824665
17,15,0.194824665
8,4,0.054740446
15,18,4.57E-11
4,17,4.57E-11
1,18,2.55E-30
6,19,2.55E-30
15,19,0.058994545
9,18,0
9,5,0
4,15,0.097501419
5,19,0.050601311
19,0,0
18,17,0
3,1,0.001101449
15,19,0.001533343
12,17,0.997565925
17,10,0
18,16,0
3,11,0
14,8,0
19,11,0.053037686
1,5,0
5,12,0
11,16,2.30E-07
5,9,2.30E-07
5,18,4.92E-15
14,19,4.92E-15
0,18,1.89E-24
8,1,1.89E-24
17,7,0.125466173
4,13,0.125466173
1,11,0
14,13,0
19,18,0
2,1,0
3,14,0.36373848
14,12,0.36373848
6,14,0.029012846
5,10,0.0165365
4,6,0
3,19,0
19,10,0.260672881
10,4,0.260672881
17,1,0
8,10,0
19,14,0.967896581
14,19,0
3,9,0
9,0,0.214092201
1,15,0.214092201
19,6,1.26E-16
3,19,1.26E-16
18,8,0.022600727
9,6,0.022600727
17,10,0.408842316
6,18,0.408842316
9,14,0.001726706
3,10,0.88742733
15,7,0.142839752
8,12,0.142839752
12,13,0.059534237
7,1,0.020813057
4,10,0.036303281
15,1,0.17219811
9,7,0.17219811
14,5,0.42665418
16,11,0.42665418
9,19,1.96E-10
14,19,1.96E-10
17,14,0.998006701
12,10,0
11,18,0
17,4,0
10,12,0
9,15,0.946836412
9,1,9.13E-06
3,18,9.13E-06
3,8,0.17294829
0,4,0.17294829
3,17,8.43E-22
10,19,8.43E-22
16,13,0.000732266
8,5,0.000732266
4,14,0.005659039
6,1,3.71E-14
13,4,3.71E-14
13,8,0
6,11,0
6,11,0
9,18,0
6,11,0.49199874
3,2,0.49199874
18,10,0.969865918
4,17,0
11,2,0
14,16,7.84E-29
3,19,7.84E-29
17,15,0.412668684
13,18,0.412668684
7,13,0.475671828
13,19,0
15,16,0
18,13,0.217534267
17,18,0.217534267
1,13,0.162812619
5,15,0.162812619
6,8,1.21E-14
10,9,1.21E-14
19,16,9.68E-11
1,9,9.68E-11
17,15,0
8,6,0
10,19,3.33E-05
7,8,3.33E-05
9,12,0
4,17,0
16,12,0.050799117
3,0,0.022661978
4,15,0.099984558
8,10,0.00125894
1,4,0.00125894
9,2,0.038348619
12,18,0.296550279
17,10,0.296550279
7,0,0.016387738
18,4,0
5,9,0
14,5,0.850440681
11,13,0
18,10,0
7,3,1.11E-31
5,13,1.11E-31
3,16,0.088051929
12,19,1.49E-09
17,12,1.49E-09
4,9,1.66E-27
2,12,1.66E-27
3,1,1
17,11,0.063134814
13,14,0
7,18,0
14,12,2.25E-14
8,0,2.25E-14
7,9,0.006394396
11,18,0.039775325
10,19,0.011726793
13,5,0.042587444
13,18,0
6,1,0
3,14,0.051915983
2,5,0.126320185
12,7,0.126320185
7,5,0.003569356
6,3,0.307540118
12,17,0.307540118
3,10,0.001794809
7,14,0
0,13,0
4,12,0.969525933
16,14,0.002473818
15,18,0.002473818
16,13,0.020906617
2,19,0
1,3,0
7,4,2.24E-05
2,0,2.24E-05
15,11,2.27E-17
11,0,2.27E-17
19,4,2.36E-08
0,10,2.36E-08
2,14,0
14,4,0
11,8,0
3,0,0
19,8,0
19,10,0
16,7,0.2367454
10,7,0.2367454
10,11,0
2,17,0
16,6,0.491699844
11,10,0.491699844
4,5,0.000978908
16,14,0.000978908
2,12,0.021072012
6,12,0.271438621
5,18,0.271438621
12,2,0
13,11,0
1,17,0
12,2,0
0,10,0.058926636
10,4,0
15,3,0
15,7,0.149940024
13,14,0.149940024
15,2,0.17172769
18,5,0.17172769
8,6,0
18,19,0
13,3,0.000536645
14,8,0.000536645
6,18,0.251844584
7,11,0.251844584
1,15,0
17,19,0
5,13,0.04517589
10,2,0
14,3,0
11,9,0
19,17,0
3,1,0.001290124
12,16,0
1,16,0
17,12,4.27E-08
19,1,4.27E-08
3,16,0
15,5,0
18,16,0.013151806
4,3,3.25E-14
4,1,3.25E-14
10,9,0.318137201
10,8,0.318137201
12,14,0.259719498
1,10,0.259719498
0,10,0
0,2,0
8,13,0
12,16,0
7,5,0
3,18,0
12,6,0.059815514
13,2,0
6,1,0
7,2,0.991235673
16,10,0.016990105
2,10,3.70E-10
8,5,3.70E-10
6,15,0.077385717
17,9,0.434402466
15,17,0.434402466
0,9,0.002105883
11,14,0.002105883
3,12,0.217574765
19,0,0.217574765
17,11,0.18999548
4,18,0.18999548
14,0,0.374835402
18,1,0
9,19,0
7,4,0
19,3,0
8,15,0
0,16,0
3,10,0.001628137
16,10,0.009626846
18,7,0.001994739
16,0,0.00861704
8,18,7.84E-08
8,11,7.84E-08
2,1,0.267750729
13,16,0.267750729
16,11,0.97642982
10,19,0.124121629
7,12,0.037476246
16,6,7.12E-11
3,11,7.12E-11
12,2,0.007863468
14,16,0.053378189
6,3,0.158961149
10,17,0.158961149
18,17,0.078123034
1,7,0
11,13,0
18,8,0
13,15,0
10,2,0.325430883
2,7,0.325430883
5,3,0
15,8,0
13,18,0
1,9,0
14,16,0.042057924
3,1,0.010910607
1,0,0.010910607
10,16,2.97E-29
1,13,2.97E-29
2,0,1.22E-11
16,3,1.22E-11
18,13,1.11E-22
3,2,1.11E-22
10,0,0.354183518
13,3,0.354183518
1,16,0
19,13,0
7,16,0.18719834
11,4,0.18719834
13,19,7.88E-23
9,18,7.88E-23
15,10,0.006703879
19,4,0.006703879
16,9,0.00343495
12,19,0.272167176
15,12,0
11,0,0
7,15,0.095110568
4,0,0.493861968
15,5,0.493861968
4,7,1.05E-06
16,6,1.05E-06
6,5,0.035703477
8,6,4.46E-17
4,16,4.46E-17
14,18,0.079024103
1,7,0.036275153
11,13,0.117120646
8,14,0.117120646
16,12,0
3,17,0
14,7,0
12,8,0
6,7,9.64E-09
18,16,9.64E-09
15,8,3.57E-09
2,18,3.57E-09
19,12,6.87E-07
10,14,6.87E-07
19,1,0.180641
16,3,0.180641
2,6,8.70E-06
8,16,8.70E-06
11,6,0.320162391
1,3,0.320162391
14,11,1.77E-19
2,19,1.77E-19
18,9,0.305534719
12,8,0.305534719
17,14,0.130281784
17,5,0.130281784
1,2,0.150120861
19,10,0.150120861
16,15,7.41E-08
8,15,7.41E-08
8,5,1.49E-32
14,1,1.49E-32
8,10,1.98E-22
19,2,1.98E-22
6,12,0.000113518
13,9,0.000113518
13,11,0.003152421
2,15,0
15,1,0
18,3,1.56E-22
14,4,1.56E-22
9,1,6.05E-15
3,12,6.05E-15
19,8,0
12,5,0
10,4,0.353549636
0,19,0.353549636
11,7,0.318675739
7,2,0.318675739
2,15,0.314445674
6,11,0.07615221
4,14,0
8,14,0
10,8,0.31973506
5,16,0.31973506
19,0,2.98E-23
19,18,2.98E-23
15,10,0.199187815
9,5,0.020491972
9,10,0.495665183
2,7,0.495665183
9,7,0
1,10,0
4,12,0.089839908
14,1,0
18,11,0
5,14,0.001536468
15,7,0.098446799
7,13,2.77E-22
13,12,2.77E-22
10,3,0.009993029
4,17,0
2,11,0
14,12,0
18,17,0
5,17,0
10,8,0
5,16,0
2,4,0
11,12,0
12,14,0
17,6,0.023130719
1,17,0.63400805
17,11,0.065257639
0,16,1.96E-16
10,15,1.96E-16
16,5,0.490987673
2,4,0.490987673
3,1,0.368163455
0,16,0.368163455
1,12,0
7,0,0
16,3,0
19,17,0
14,19,0.002973336
3,8,0.90981096
3,16,0
0,7,0
1,15,0.078982732
0,18,0.002539736
15,9,0.257860316
9,7,0.257860316
5,17,0
8,5,0
2,3,0.094564282
14,1,0.008138683
13,19,0.090233272
12,1,0.333975651
16,4,0.333975651
8,4,0.221761817
14,12,0.221761817
3,2,1.10E-19
9,6,1.10E-19
18,17,0
19,3,0
7,2,0.240968453
4,1,0.240968453
3,5,0.97758925
9,17,0.001336741
16,12,0
17,12,0
2,8,0
17,8,0
19,5,0
16,0,0
1,9,0.957045078
5,12,0
2,15,0
11,18,0
16,19,0
16,7,0
9,11,0
18,10,0
16,12,0
17,19,0.996672571
16,3,0
10,13,0
16,12,0
11,2,0
10,4,0.045510656
1,3,0.331859082
16,8,0.495517044
12,4,0.495517044
13,0,0
2,17,0
6,17,0.127823034
13,7,0.127823034
15,1,0.993602395
5,6,0
17,9,0
4,19,0.077987555
6,17,0
12,1,0
7,8,0.083786249
0,16,2.95E-10
5,16,2.95E-10
2,0,0.068386033
12,15,0.007736398
1,3,0
11,7,0
8,17,0.183635158
7,9,0.183635158
3,17,0
13,10,0
6,11,0.064009824
6,9,0.113068643
15,18,0.113068643
10,14,0
12,15,0
17,2,0
11,4,0
0,8,2.14E-21
0,8,2.14E-21
14,1,0
12,7,0
0,19,0
17,10,0
8,6,5.08E-16
9,19,5.08E-16
10,0,0.022082973
14,17,0
12,6,0
4,6,0.128490879
9,14,0.128490879
4,2,0.003190594
19,5,0.683065057
4,6,8.96E-25
9,16,8.96E-25
7,12,0.108542561
6,11,0.108542561
6,8,0.157714996
8,15,0.157714996
18,14,0.08752921
8,3,0.080339354
2,18,2.39E-20
11,1,2.39E-20
10,1,0.44967109
5,14,0.44967109
18,17,0
5,19,0
1,9,0.094251896
9,4,0
12,10,0
10,13,0
7,5,0
16,8,7.95E-15
2,7,7.95E-15
10,14,0
13,6,0
10,11,0.020707104
8,16,0.020707104
13,7,3.74E-09
12,15,3.74E-09
5,7,0.804105878
17,17,0
0,1,0
6,3,0
19,18,0
9,14,4.25E-30
3,10,4.25E-30
14,0,2.09E-32
3,14,2.09E-32
0,14,0
5,17,0
6,0,0.397805998
1,5,0.397805998
17,2,0
4,11,0
3,13,0.002385132
15,11,0.002385132
14,3,0.01108936
7,4,0.007035164
9,0,0.158408836
1,18,0.1404793
11,10,0.1404793
17,7,0
8,7,0
18,19,0.243962844
14,9,0.243962844
9,4,0
13,14,0
12,2,0
4,0,0
7,17,0.036057699
13,7,0.036057699
9,14,0.09025163
15,13,0.336706202
3,13,0.336706202
8,14,0
3,7,0
10,19,0.017648697
18,19,0.017648697
17,10,0.112609625
8,2,0.112609625
12,8,0.014320155
6,9,0.014320155
12,10,0.125074745
6,15,0.125074745
11,12,0
17,10,0
8,14,0.327488757
4,1,0.327488757
3,17,0.198751906
0,14,0.198751906
10,15,0.081162827
9,8,0.079223863
14,16,0.219087653
15,11,0.219087653
1,2,0
11,10,0
9,19,0.069957884
11,7,0.095873937
17,19,0.03962922
2,12,0.052024674
11,19,0
18,0,0
6,13,0.215605425
10,15,0.215605425
17,11,0.204180178
14,15,0.204180178
15,18,0.001085505
19,3,0.162023105
12,17,0.162023105
6,2,0.057881694
0,7,0.004746869
4,12,6.76E-29
17,9,6.76E-29
4,19,0.010401176
11,2,0.045876581
2,10,0
16,9,0
12,14,0
7,11,0
5,15,1.42E-22
1,4,1.42E-22
18,0,0.997638166
15,0,0
15,19,0
12,2,0.799978256
6,3,0
2,11,0
0,2,2.29E-18
19,15,2.29E-18
14,8,0.987513721
7,9,0
10,4,0
14,11,0.00205203
3,13,0
0,11,0
9,4,0.414769951
7,15,0.414769951
7,19,0.325847213
2,19,0.325847213
3,10,1
13,2,0.062909414
19,9,0.077826763
1,19,0.004035812
10,17,0.049661441
11,10,0.049661441
2,10,0.318289211
16,11,0.318289211
17,7,0.973424017
9,0,0.051026142
7,3,0.043485179
17,12,0.150677282
7,18,0.150677282
16,15,0
19,3,0
17,7,0.054874306
12,18,0.982540011
3,7,0.058579561
5,14,0.19236136
18,17,0.19236136
7,18,1.26E-25
17,8,1.26E-25
8,14,8.91E-17
5,14,8.91E-17
0,7,4.92E-30
15,9,4.92E-30
6,11,0.022274629
0,15,0.188230901
16,19,0.188230901
5,14,0
13,1,0
15,5,0.088987872
16,4,0.050505139
7,17,4.60E-11
16,15,4.60E-11
5,16,0
4,19,0
8,0,0.02267997
17,11,0.005157869
2,8,9.24E-05
1,0,9.24E-05
0,7,0
0,8,0
10,13,0.001188162
4,1,0.157714094
6,17,0.157714094
4,18,0
3,15,0
10,5,0
2,4,0
19,17,0.419443531
8,8,0.419443531
8,11,1.00E-15
16,12,1.00E-15
19,1,0
8,11,0
12,14,0.439548661
6,3,0.439548661
14,11,0.016876418
4,3,0
5,12,0
7,10,0.035952347
14,3,0.161078859
18,4,0.161078859
15,19,0.383252191
11,14,0.383252191
1,12,0
0,16,0
12,15,0.953505218
14,18,0
10,2,0
4,13,0
5,0,0
6,10,0.117267264
11,5,0.117267264
8,19,0.195405111
11,8,0.195405111
5,18,0.116582574
13,16,0.116582574
5,15,0
14,13,0
9,2,0.005537693
14,9,0
11,1,0
8,13,0.00023218
13,7,0.00023218
18,1,0.157806891
3,13,0.157806891
13,3,0.013734444
16,6,0
4,3,0
6,10,0.04941926
0,19,0.04941926
3,11,0.984839916
5,9,2.32E-24
12,5,2.32E-24
18,7,0
0,14,0
14,16,0.410348497
0,10,0.410348497
0,13,0.146295235
16,14,0.146295235
8,6,0
19,14,0
18,4,0
1,16,0
1,0,0
12,18,0
18,1,0.192242126
2,4,0.192242126
11,3,0
4,5,0
12,1,0
4,1,0
1,19,0
11,16,0
13,17,0
9,7,0
4,11,0.156205759
5,10,0.156205759
6,5,0.011468472
2,3,0.003396719
3,1,0.096488736
2,17,0.054678024
19,10,0
1,13,0
6,8,0.342465151
4,9,0.342465151
3,12,0.046048641
16,8,0.137715164
14,3,0.137715164
2,0,0
15,19,0
16,18,0.173926484
3,16,0.173926484
16,10,0.254776765
8,0,0.254776765
17,14,0.233492465
0,15,0.233492465
11,13,0.298194907
16,18,0.298194907
11,3,0
9,5,0
19,3,0.656696379
14,3,0
3,19,0
13,7,0
6,3,0
19,6,0.073643238
6,19,0.156853232
13,19,0.156853232
13,14,0.336470344
3,19,0.336470344
9,6,5.68E-07
0,4,5.68E-07
10,7,1.34E-09
4,7,1.34E-09
12,14,0.127825711
7,2,0.127825711
3,7,0.202412761
16,5,0.202412761
1,0,0.118407326
17,10,0.118407326
10,12,0.133532783
8,15,0.133532783
14,19,0
1,16,0
7,17,0
19,11,0
15,11,0
17,6,0
9,4,1.37E-06
5,4,1.37E-06
17,12,0
18,19,0
10,5,0.073064592
7,3,0
3,2,0
3,7,3.19E-18
19,17,3.19E-18
6,16,0
13,1,0
8,19,0.05844991
10,2,0
2,17,0
16,14,0
15,7,0
3,12,0.002526401
16,7,0
7,1,0
9,12,0
9,19,0
14,13,0.283381581
18,4,0.283381581
13,16,0
9,16,0
8,2,0.399059383
14,18,0.399059383
17,10,6.91E-07
16,11,6.91E-07
12,2,0
8,6,0
14,13,0.879420757
12,10,0
16,15,0
0,8,0.003122039
11,6,0
10,5,0
14,16,0.244841358
17,5,0.244841358
9,12,0.218064626
2,10,0.218064626
14,15,0.98809427
10,7,0
15,9,0
12,4,0
0,19,0
9,0,0.997399211
11,19,6.08E-07
10,11,6.08E-07
6,15,0.227129975
17,7,0.227129975
10,8,0
2,18,0
12,8,0.107412234
14,3,0.107412234
15,13,0
10,17,0
0,11,1.31E-05
3,17,1.31E-05
11,4,1.04E-20
4,11,1.04E-20
1,17,0
7,16,0
4,17,0.060162511
8,16,0
13,12,0
15,15,0.07015072
10,16,0
14,3,0
14,17,0
19,1,0
10,8,0.078342964
5,14,0.001034474
10,14,0
14,4,0
15,18,0
2,9,0
9,16,0.229194658
11,1,0.229194658
6,15,0.310629461
5,3,0.310629461
12,19,0
1,2,0
4,6,0.114568458
13,9,0.114568458
6,13,0.198008187
18,14,0.198008187
10,3,0
19,10,0
5,14,0.05507177
18,6,0.030302083
15,12,0.01771696
1,6,0.236239634
16,18,0.236239634
19,2,0.309790717
5,2,0.309790717
0,5,0
0,12,0
9,10,0.070285198
8,5,0
16,4,0
10,16,0.227255179
2,10,0.227255179
19,11,0.001462813
17,6,0.953590512
7,14,0.656925142
11,17,0
6,5,0
13,19,0.023272216
8,11,0.005711362
14,2,0.005711362
0,9,0
6,18,0
19,0,0
6,10,0
13,2,0
19,15,0
1,17,0
8,0,0
13,10,0.993886113
3,16,0.119171673
19,1,0.119171673
13,2,0
18,16,0
7,10,1.15E-20
19,14,1.15E-20
1,7,0.061027298
11,4,0.921651542
14,8,0.499958056
8,13,0.499958056
9,15,0
15,17,0
3,6,0.374794035
16,4,0.374794035
6,4,0.001295802
6,2,0.100505917
11,18,0.100505917
10,1,0.08984431
4,14,4.34E-30
18,5,4.34E-30
18,17,0.293099438
16,7,0.293099438
4,15,0.001150035
3,7,0.747102857
14,18,0.846113205
15,1,0.132751738
5,4,0.132751738
10,6,0
7,17,0
9,12,0.454312186
0,9,0.454312186
10,13,1.76E-30
17,6,1.76E-30
11,8,0
13,5,0
10,9,0
1,9,0
6,5,0
6,2,0
17,18,9.90E-18
18,8,9.90E-18
16,14,0
11,4,0
9,0,0.327123358
1,0,0.327123358
5,13,0.320213701
14,12,0.320213701
6,11,0.010105749
2,16,0
2,4,0
11,18,0.089178368
12,19,0.001023009
7,6,8.69E-21
19,5,8.69E-21
1,3,0
7,0,0
3,18,3.49E-22
3,18,3.49E-22
5,13,0.140975681
7,5,0.140975681
18,12,8.25E-16
17,10,8.25E-16
13,1,0
12,7,0
6,15,0.225284646
11,8,0.225284646
17,6,0.069169182
11,1,5.47E-21
0,10,5.47E-21
1,11,2.01E-17
8,13,2.01E-17
3,14,0.319817686
7,9,0.319817686
2,10,0.97829318
11,2,0.105665094
10,15,0.105665094
12,5,0
5,8,0
7,3,0.986464143
11,0,0
2,4,0
14,9,0.140239339
13,19,0.140239339
10,9,0
10,4,0
17,19,0
10,14,0
3,5,0.980242193
16,18,0
6,3,0
9,0,0
4,13,0
13,19,0
1,18,0
7,6,0
3,10,0
10,1,0.053144793
0,11,0
19,10,0
14,17,0
4,2,0
14,17,0.055167993
4,3,0.002930688
17,3,0.087746324
18,0,0
12,9,0
5,1,0.003206144
1,10,0.003206144
6,14,3.01E-14
0,12,3.01E-14
2,1,0
8,10,0
7,3,0.007128054
6,18,2.45E-17
12,2,2.45E-17
13,3,0.0215988
3,16,0.390251051
0,9,0.390251051
16,0,0.095032364
6,7,0
4,2,0
14,1,0.066775843
18,13,0
3,0,0
0,4,0
7,6,0
11,8,0.112954418
14,11,0.112954418
13,11,0.390756031
6,8,0.390756031
4,0,0.180551971
5,1,0.180551971
0,19,0.107761145
18,7,0.107761145
10,2,0.269299111
1,14,0.269299111
1,0,0.09373111
19,3,0.004829475
1,18,1.89E-05
4,16,1.89E-05
7,1,0.275588216
19,0,0.275588216
14,4,0.008067035
2,14,0
8,1,0
6,8,4.21E-32
13,7,4.21E-32
7,18,0.083135667
0,1,0.021807176
13,4,0.069622503
9,14,0
15,13,0
4,2,0
1,10,0
4,16,0.04021846
7,10,0.040529474
5,8,0.483211654
5,16,0.483211654
2,5,0.03402615
3,9,0
17,9,0
2,16,3.21E-32
15,18,3.21E-32
19,6,0.128032247
10,0,0.128032247
5,3,0.016936074
6,15,0
8,9,0
8,9,0
19,16,0
17,2,0.007089604
14,10,1.05E-30
19,7,1.05E-30
16,7,5.40E-27
8,3,5.40E-27
5,15,0
19,0,0
19,0,0.041735778
11,15,0.041735778
10,13,0
5,19,0
17,9,0.332772062
13,7,0.332772062
8,19,0
13,19,0
14,11,0.049538441
3,0,0
0,9,0
0,15,0
16,7,0
1,15,0.180605886
18,4,0.180605886
3,1,0.101672005
2,15,0.101672005
5,19,0.051828276
17,13,0.02394714
4,16,0.001049118
0,5,6.69E-05
11,8,6.69E-05
11,19,0
10,18,0
11,12,0.00106141
17,7,0.061271516
18,13,5.81E-13
0,3,5.81E-13
4,8,0
13,1,0
19,1,0
11,4,0
3,8,0.230476391
7,3,0.230476391
4,9,0.001330831
6,11,0.705341697
9,18,0.10173679
11,1,0.10173679
1,16,0.01172813
12,8,0
3,18,0
7,19,0.990174949
19,5,0.942998171
12,19,0.100382909
16,10,0.053913518
11,3,0.011039344
5,13,0.390288827
16,11,0.390288827
4,9,0.279325963
3,10,0.279325963
10,8,0.186498524
5,4,0.186498524
9,10,0.000997945
18,19,0.000997945
16,13,0.290598541
3,7,0.001120717
4,1,0.135054303
13,10,0.135054303
10,6,0.017330749
17,0,0
17,6,0
10,8,0
9,11,0
15,14,0.139204047
9,4,0.139204047
11,6,0.080652382
7,6,0.332802185
14,5,0.332802185
16,12,2.12E-10
12,13,2.12E-10
3,13,2.63E-27
2,9,2.63E-27
4,12,0
12,11,0
6,0,2.74E-18
0,9,2.74E-18
3,0,0.078821875
0,19,0
17,12,0
3,15,0
4,15,0
5,11,0.422341574
6,12,0.422341574
8,11,0.001464992
14,1,0.653222382
13,1,0
13,1,0
18,15,0.289876596
6,19,0.289876596
13,10,2.92E-13
19,10,2.92E-13
0,19,0
16,18,0
8,3,0.248595968
9,19,0.008332448
5,17,6.43E-17
1,6,6.43E-17
4,13,0
19,1,0
17,5,0.970133305
10,18,0.974041998
14,16,0.409838161
18,4,0.409838161
1,17,0.001571415
16,2,0.143703001
4,17,0.143703001
18,6,0.246868498
4,7,0.246868498
13,12,0
17,0,0
5,8,0.00294447
18,15,0.271237863
11,3,0.271237863
1,10,0.329146773
7,0,0.011105678
12,3,0
4,2,0
10,6,0.076812651
15,13,0
5,14,0
1,19,0
2,9,0
10,5,0.067781752
13,12,0.490276609
8,14,0.490276609
13,0,0
15,12,0
7,2,0.450962514
3,14,0.450962514
6,17,8.59E-05
3,0,8.59E-05
8,3,0.001862051
6,1,0
7,4,0
16,13,0
16,7,0
13,8,0
3,16,0
12,5,0.071498333
17,4,0
5,16,0
3,16,0
6,12,0
3,19,0.149997228
5,6,0.149997228
12,0,0
14,4,0
16,10,1.14E-06
0,16,1.14E-06
16,5,0.016414223
8,19,0
15,16,0
19,3,0
5,19,0
10,19,0
16,9,0
15,18,0.041222723
2,1,0.041222723
4,8,0.902596414
2,8,0.069019903
14,18,0.224624018
10,8,0.224624018
1,13,0.991342425
2,5,0.600386441
9,16,1.02E-22
9,8,1.02E-22
0,16,0.33565078
14,17,0.33565078
11,16,0.266709423
5,3,0.266709423
15,6,0
13,11,0
6,1,0
19,17,0
9,5,0.600571871
4,2,0
11,1,0
7,13,0
7,18,0
12,17,0.163893128
12,19,0.163893128
17,1,0
3,1,0
17,8,0
1,19,0
9,2,0
16,19,0
16,10,0.071287416
19,18,0
1,19,0
15,4,0.279612141
7,11,0.279612141
5,9,0.319099228
13,5,0.319099228
5,4,0.004146586
14,4,0
9,17,0
6,14,0.074928706
6,13,0.007339984
7,9,0.954411924
16,5,0
16,8,0
6,17,0
12,5,0
3,5,0.95667845
18,14,0.222969058
19,15,0.222969058
5,14,6.65E-10
14,18,6.65E-10
11,10,0.001869955
13,6,0
19,9,0
7,16,0
13,17,0
17,9,0
16,12,0
17,11,0
8,17,0
11,2,0
12,13,0
8,7,0.068737409
15,19,0.403724145
2,3,0.403724145
2,10,4.42E-32
3,0,4.42E-32
1,5,9.11E-11
16,1,9.11E-11
3,9,0
9,8,0
13,18,0.329977745
18,2,0.329977745
2,4,0
9,3,0
3,9,0
14,13,0
3,6,0.037464697
12,1,8.03E-06
0,13,8.03E-06
16,7,0
11,3,0
19,14,0.027910686
4,13,0
18,9,0
10,19,0.144044461
2,10,0.144044461
7,4,0.240916532
1,8,0.240916532
3,5,0
9,3,0
19,2,0.48052115
0,4,0.48052115
16,14,0.925189197
9,8,0.001345547
3,14,0.049170205
16,5,0.219459849
