tier,defense,scheme,q_attack_frac,tpr_mean,tpr_ci95,inversion_rate,edge_evasion_rate,op_count,cost_vs_T1,complexity,measured_threshold_z,forge,w_m,m
V0T,D3_RHMD,T_median,0.8,1.0,0.0,0.0,0.05,16,2.29,O(k log k),2.0832,0.0,,
V0T,D3_RHMD,T4_EigenTrust,0.8,0.46,0.061091,0.0,0.05,11400,1628.57,O(iters * E),2.0832,0.0,,
V0T,D3_RHMD,T_meanvar_z,0.8,1.0,0.0,0.0,0.05,18,2.57,O(k),2.0832,0.0,,
V1,D3_RHMD,T1_mean,0.8,0.983333,0.010889,0.0,0.07,7,1.0,O(k),2.0832,,0.1948,0.0179
V1,D3_RHMD,T2_SL,0.8,0.983333,0.010889,0.0,0.07,20,2.86,O(k),2.0832,,0.1948,0.0179
V1,D3_RHMD,T3_Beta,0.8,0.983333,0.010889,0.0,0.07,20,2.86,O(k),2.0832,,0.1948,0.0179
V1,D3_RHMD,T5_TFLDT,0.8,0.968333,0.015878,0.0,0.07,20,2.86,O(k + deg),2.0832,,0.1948,0.0179
V1,D3_RHMD,T_max,0.8,0.995,0.005601,0.0,0.07,6,0.86,O(k),2.0832,,0.1948,0.0179
V1,D3_RHMD,T_median,0.8,0.96,0.018642,0.0,0.07,16,2.29,O(k log k),2.0832,,0.1948,0.0179
V1,D3_RHMD,T4_EigenTrust,0.8,0.518333,0.055696,0.0,0.07,11400,1628.57,O(iters * E),2.0832,,0.1948,0.0179
V1,D3_RHMD,T_meanvar_z,0.8,0.995,0.005601,0.0,0.07,18,2.57,O(k),2.0832,,0.1948,0.0179
V1T,D3_RHMD,T1_mean,0.8,0.998333,0.003267,0.0,0.13,7,1.0,O(k),2.0832,,0.2,0.4455
V1T,D3_RHMD,T2_SL,0.8,0.998333,0.003267,0.0,0.13,20,2.86,O(k),2.0832,,0.2,0.4455
V1T,D3_RHMD,T3_Beta,0.8,0.998333,0.003267,0.0,0.13,20,2.86,O(k),2.0832,,0.2,0.4455
V1T,D3_RHMD,T5_TFLDT,0.8,0.995,0.007275,0.0,0.13,20,2.86,O(k + deg),2.0832,,0.2,0.4455
V1T,D3_RHMD,T_max,0.8,0.996667,0.004596,0.0,0.13,6,0.86,O(k),2.0832,,0.2,0.4455
V1T,D3_RHMD,T_median,0.8,0.996667,0.004596,0.0,0.13,16,2.29,O(k log k),2.0832,,0.2,0.4455
V1T,D3_RHMD,T4_EigenTrust,0.8,0.59,0.056755,0.0,0.13,11400,1628.57,O(iters * E),2.0832,,0.2,0.4455
V1T,D3_RHMD,T_meanvar_z,0.8,0.996667,0.004596,0.0,0.13,18,2.57,O(k),2.0832,,0.2,0.4455
V0,D3_RHMD,T1_mean,0.9,1.0,0.0,0.0,0.06,7,1.0,O(k),2.0832,0.0,,
V0,D3_RHMD,T2_SL,0.9,1.0,0.0,0.0,0.06,20,2.86,O(k),2.0832,0.0,,
V0,D3_RHMD,T3_Beta,0.9,1.0,0.0,0.0,0.06,20,2.86,O(k),2.0832,0.0,,
V0,D3_RHMD,T5_TFLDT,0.9,0.998333,0.003267,0.0,0.06,20,2.86,O(k + deg),2.0832,0.0,,
V0,D3_RHMD,T_max,0.9,0.998333,0.003267,0.0,0.06,6,0.86,O(k),2.0832,0.0,,
V0,D3_RHMD,T_median,0.9,1.0,0.0,0.0,0.06,16,2.29,O(k log k),2.0832,0.0,,
V0,D3_RHMD,T4_EigenTrust,0.9,0.543333,0.060826,0.0,0.06,11400,1628.57,O(iters * E),2.0832,0.0,,
V0,D3_RHMD,T_meanvar_z,0.9,1.0,0.0,0.0,0.06,18,2.57,O(k),2.0832,0.0,,
V0T,D3_RHMD,T1_mean,0.9,1.0,0.0,0.0,0.06,7,1.0,O(k),2.0832,0.0,,
V0T,D3_RHMD,T2_SL,0.9,1.0,0.0,0.0,0.06,20,2.86,O(k),2.0832,0.0,,
V0T,D3_RHMD,T3_Beta,0.9,1.0,0.0,0.0,0.06,20,2.86,O(k),2.0832,0.0,,
V0T,D3_RHMD,T5_TFLDT,0.9,0.998333,0.003267,0.0,0.06,20,2.86,O(k + deg),2.0832,0.0,,
V0T,D3_RHMD,T_max,0.9,0.998333,0.003267,0.0,0.06,6,0.86,O(k),2.0832,0.0,,
V0T,D3_RHMD,T_median,0.9,1.0,0.0,0.0,0.06,16,2.29,O(k log k),2.0832,0.0,,
V0T,D3_RHMD,T4_EigenTrust,0.9,0.543333,0.060826,0.0,0.06,11400,1628.57,O(iters * E),2.0832,0.0,,
V0T,D3_RHMD,T_meanvar_z,0.9,1.0,0.0,0.0,0.06,18,2.57,O(k),2.0832,0.0,,
V1,D3_RHMD,T1_mean,0.9,1.0,0.0,0.0,0.07,7,1.0,O(k),2.0832,,0.0805,0.0
V1,D3_RHMD,T2_SL,0.9,1.0,0.0,0.0,0.07,20,2.86,O(k),2.0832,,0.0805,0.0
V1,D3_RHMD,T3_Beta,0.9,1.0,0.0,0.0,0.07,20,2.86,O(k),2.0832,,0.0805,0.0
V1,D3_RHMD,T5_TFLDT,0.9,0.998333,0.003267,0.0,0.07,20,2.86,O(k + deg),2.0832,,0.0805,0.0
V1,D3_RHMD,T_max,0.9,0.998333,0.003267,0.0,0.07,6,0.86,O(k),2.0832,,0.0805,0.0
V1,D3_RHMD,T_median,0.9,0.99,0.007797,0.0,0.07,16,2.29,O(k log k),2.0832,,0.0805,0.0
V1,D3_RHMD,T4_EigenTrust,0.9,0.616667,0.055426,0.0,0.07,11400,1628.57,O(iters * E),2.0832,,0.0805,0.0
V1,D3_RHMD,T_meanvar_z,0.9,0.998333,0.003267,0.0,0.07,18,2.57,O(k),2.0832,,0.0805,0.0
V1T,D3_RHMD,T1_mean,0.9,1.0,0.0,0.0,0.09,7,1.0,O(k),2.0832,,0.1,0.3038
V1T,D3_RHMD,T2_SL,0.9,1.0,0.0,0.0,0.09,20,2.86,O(k),2.0832,,0.1,0.3038
V1T,D3_RHMD,T3_Beta,0.9,1.0,0.0,0.0,0.09,20,2.86,O(k),2.0832,,0.1,0.3038
V1T,D3_RHMD,T5_TFLDT,0.9,1.0,0.0,0.0,0.09,20,2.86,O(k + deg),2.0832,,0.1,0.3038
V1T,D3_RHMD,T_max,0.9,0.998333,0.003267,0.0,0.09,6,0.86,O(k),2.0832,,0.1,0.3038
V1T,D3_RHMD,T_median,0.9,1.0,0.0,0.0,0.09,16,2.29,O(k log k),2.0832,,0.1,0.3038
V1T,D3_RHMD,T4_EigenTrust,0.9,0.64,0.055468,0.0,0.09,11400,1628.57,O(iters * E),2.0832,,0.1,0.3038
V1T,D3_RHMD,T_meanvar_z,0.9,0.998333,0.003267,0.0,0.09,18,2.57,O(k),2.0832,,0.1,0.3038
V0,D3_RHMD,T1_mean,1.0,1.0,0.0,0.0,0.07,7,1.0,O(k),2.0832,0.0,,
V0,D3_RHMD,T2_SL,1.0,1.0,0.0,0.0,0.07,20,2.86,O(k),2.0832,0.0,,
V0,D3_RHMD,T3_Beta,1.0,1.0,0.0,0.0,0.07,20,2.86,O(k),2.0832,0.0,,
V0,D3_RHMD,T5_TFLDT,1.0,1.0,0.0,0.0,0.07,20,2.86,O(k + deg),2.0832,0.0,,
V0,D3_RHMD,T_max,1.0,0.998333,0.003267,0.0,0.07,6,0.86,O(k),2.0832,0.0,,
V0,D3_RHMD,T_median,1.0,1.0,0.0,0.0,0.07,16,2.29,O(k log k),2.0832,0.0,,
V0,D3_RHMD,T4_EigenTrust,1.0,0.725,0.058247,0.0,0.07,11400,1628.57,O(iters * E),2.0832,0.0,,
V0,D3_RHMD,T_meanvar_z,1.0,1.0,0.0,0.0,0.07,18,2.57,O(k),2.0832,0.0,,
V0T,D3_RHMD,T1_mean,1.0,1.0,0.0,0.0,0.07,7,1.0,O(k),2.0832,0.0,,
V0T,D3_RHMD,T2_SL,1.0,1.0,0.0,0.0,0.07,20,2.86,O(k),2.0832,0.0,,
V0T,D3_RHMD,T3_Beta,1.0,1.0,0.0,0.0,0.07,20,2.86,O(k),2.0832,0.0,,
V0T,D3_RHMD,T5_TFLDT,1.0,1.0,0.0,0.0,0.07,20,2.86,O(k + deg),2.0832,0.0,,
V0T,D3_RHMD,T_max,1.0,0.998333,0.003267,0.0,0.07,6,0.86,O(k),2.0832,0.0,,
V0T,D3_RHMD,T_median,1.0,1.0,0.0,0.0,0.07,16,2.29,O(k log k),2.0832,0.0,,
V0T,D3_RHMD,T4_EigenTrust,1.0,0.725,0.058247,0.0,0.07,11400,1628.57,O(iters * E),2.0832,0.0,,
V0T,D3_RHMD,T_meanvar_z,1.0,1.0,0.0,0.0,0.07,18,2.57,O(k),2.0832,0.0,,
V1,D3_RHMD,T1_mean,1.0,1.0,0.0,0.0,0.08,7,1.0,O(k),2.0832,,0.0,0.2698
V1,D3_RHMD,T2_SL,1.0,1.0,0.0,0.0,0.08,20,2.86,O(k),2.0832,,0.0,0.2698
V1,D3_RHMD,T3_Beta,1.0,1.0,0.0,0.0,0.08,20,2.86,O(k),2.0832,,0.0,0.2698
V1,D3_RHMD,T5_TFLDT,1.0,1.0,0.0,0.0,0.08,20,2.86,O(k + deg),2.0832,,0.0,0.2698
V1,D3_RHMD,T_max,1.0,0.998333,0.003267,0.0,0.08,6,0.86,O(k),2.0832,,0.0,0.2698
V1,D3_RHMD,T_median,1.0,1.0,0.0,0.0,0.08,16,2.29,O(k log k),2.0832,,0.0,0.2698
V1,D3_RHMD,T4_EigenTrust,1.0,0.72,0.056079,0.0,0.08,11400,1628.57,O(iters * E),2.0832,,0.0,0.2698
V1,D3_RHMD,T_meanvar_z,1.0,0.998333,0.003267,0.0,0.08,18,2.57,O(k),2.0832,,0.0,0.2698
V1T,D3_RHMD,T1_mean,1.0,1.0,0.0,0.0,0.08,7,1.0,O(k),2.0832,,0.0,0.2698
V1T,D3_RHMD,T2_SL,1.0,1.0,0.0,0.0,0.08,20,2.86,O(k),2.0832,,0.0,0.2698
V1T,D3_RHMD,T3_Beta,1.0,1.0,0.0,0.0,0.08,20,2.86,O(k),2.0832,,0.0,0.2698
V1T,D3_RHMD,T5_TFLDT,1.0,1.0,0.0,0.0,0.08,20,2.86,O(k + deg),2.0832,,0.0,0.2698
V1T,D3_RHMD,T_max,1.0,0.998333,0.003267,0.0,0.08,6,0.86,O(k),2.0832,,0.0,0.2698
V1T,D3_RHMD,T_median,1.0,1.0,0.0,0.0,0.08,16,2.29,O(k log k),2.0832,,0.0,0.2698
V1T,D3_RHMD,T4_EigenTrust,1.0,0.72,0.056079,0.0,0.08,11400,1628.57,O(iters * E),2.0832,,0.0,0.2698
V1T,D3_RHMD,T_meanvar_z,1.0,0.998333,0.003267,0.0,0.08,18,2.57,O(k),2.0832,,0.0,0.2698
V0,D4_MTD,T1_mean,0.1,0.204333,0.038239,0.23,0.01,7,1.0,O(k),2.0474,0.0,,
V0,D4_MTD,T2_SL,0.1,0.204333,0.038239,0.23,0.01,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T3_Beta,0.1,0.204333,0.038239,0.23,0.01,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T5_TFLDT,0.1,0.206,0.038595,0.27,0.01,20,2.86,O(k + deg),2.0474,0.0,,
V0,D4_MTD,T_max,0.1,0.526333,0.044624,0.02,0.01,6,0.86,O(k),2.0474,0.0,,
V0,D4_MTD,T_median,0.1,0.026667,0.015895,0.93,0.01,16,2.29,O(k log k),2.0474,0.0,,
V0,D4_MTD,T4_EigenTrust,0.1,0.065,0.022216,0.38,0.01,11400,1628.57,O(iters * E),2.0474,0.0,,
V0,D4_MTD,T_meanvar_z,0.1,0.513,0.04533,0.02,0.01,18,2.57,O(k),2.0474,0.0,,
V0T,D4_MTD,T1_mean,0.1,0.204333,0.038239,0.23,0.01,7,1.0,O(k),2.0474,0.0,,
V0T,D4_MTD,T2_SL,0.1,0.204333,0.038239,0.23,0.01,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T3_Beta,0.1,0.204333,0.038239,0.23,0.01,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T5_TFLDT,0.1,0.206,0.038595,0.27,0.01,20,2.86,O(k + deg),2.0474,0.0,,
V0T,D4_MTD,T_max,0.1,0.526333,0.044624,0.02,0.01,6,0.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T_median,0.1,0.026667,0.015895,0.93,0.01,16,2.29,O(k log k),2.0474,0.0,,
V0T,D4_MTD,T4_EigenTrust,0.1,0.065,0.022216,0.38,0.01,11400,1628.57,O(iters * E),2.0474,0.0,,
V0T,D4_MTD,T_meanvar_z,0.1,0.513,0.04533,0.02,0.01,18,2.57,O(k),2.0474,0.0,,
V1,D4_MTD,T1_mean,0.1,0.801333,0.041704,0.0,0.03,7,1.0,O(k),2.0474,,0.9,0.2118
V1,D4_MTD,T2_SL,0.1,0.801333,0.041704,0.0,0.03,20,2.86,O(k),2.0474,,0.9,0.2118
V1,D4_MTD,T3_Beta,0.1,0.801333,0.041704,0.0,0.03,20,2.86,O(k),2.0474,,0.9,0.2118
V1,D4_MTD,T5_TFLDT,0.1,0.788,0.043013,0.0,0.03,20,2.86,O(k + deg),2.0474,,0.9,0.2118
V1,D4_MTD,T_max,0.1,0.633,0.043748,0.0,0.03,6,0.86,O(k),2.0474,,0.9,0.2118
V1,D4_MTD,T_median,0.1,0.688333,0.04795,0.0,0.03,16,2.29,O(k log k),2.0474,,0.9,0.2118
V1,D4_MTD,T4_EigenTrust,0.1,0.145,0.037622,0.16,0.03,11400,1628.57,O(iters * E),2.0474,,0.9,0.2118
V1,D4_MTD,T_meanvar_z,0.1,0.808,0.037538,0.0,0.03,18,2.57,O(k),2.0474,,0.9,0.2118
V1T,D4_MTD,T1_mean,0.1,0.469667,0.046654,0.02,0.07,7,1.0,O(k),2.0474,,0.9,0.102
V1T,D4_MTD,T2_SL,0.1,0.469667,0.046654,0.02,0.07,20,2.86,O(k),2.0474,,0.9,0.102
V1T,D4_MTD,T3_Beta,0.1,0.469667,0.046654,0.02,0.07,20,2.86,O(k),2.0474,,0.9,0.102
V1T,D4_MTD,T5_TFLDT,0.1,0.462667,0.045769,0.02,0.07,20,2.86,O(k + deg),2.0474,,0.9,0.102
V1T,D4_MTD,T_max,0.1,0.476,0.040648,0.02,0.07,6,0.86,O(k),2.0474,,0.9,0.102
V1T,D4_MTD,T_median,0.1,0.240333,0.04672,0.09,0.07,16,2.29,O(k log k),2.0474,,0.9,0.102
V1T,D4_MTD,T4_EigenTrust,0.1,0.118333,0.034212,0.26,0.07,11400,1628.57,O(iters * E),2.0474,,0.9,0.102
V1T,D4_MTD,T_meanvar_z,0.1,0.486333,0.045795,0.01,0.07,18,2.57,O(k),2.0474,,0.9,0.102
V0,D4_MTD,T1_mean,0.2,0.709667,0.048362,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0,D4_MTD,T2_SL,0.2,0.709667,0.048362,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T3_Beta,0.2,0.709667,0.048362,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T5_TFLDT,0.2,0.701333,0.049608,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0,D4_MTD,T_max,0.2,0.958333,0.01566,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0,D4_MTD,T_median,0.2,0.068333,0.024168,0.65,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0,D4_MTD,T4_EigenTrust,0.2,0.146667,0.038646,0.21,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0,D4_MTD,T_meanvar_z,0.2,0.955,0.015986,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
V0T,D4_MTD,T1_mean,0.2,0.709667,0.048362,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0T,D4_MTD,T2_SL,0.2,0.709667,0.048362,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T3_Beta,0.2,0.709667,0.048362,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T5_TFLDT,0.2,0.701333,0.049608,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0T,D4_MTD,T_max,0.2,0.958333,0.01566,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T_median,0.2,0.068333,0.024168,0.65,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0T,D4_MTD,T4_EigenTrust,0.2,0.146667,0.038646,0.21,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0T,D4_MTD,T_meanvar_z,0.2,0.955,0.015986,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
V1,D4_MTD,T1_mean,0.2,0.946667,0.022209,0.0,0.01,7,1.0,O(k),2.0474,,0.8,0.2653
V1,D4_MTD,T2_SL,0.2,0.946667,0.022209,0.0,0.01,20,2.86,O(k),2.0474,,0.8,0.2653
V1,D4_MTD,T3_Beta,0.2,0.946667,0.022209,0.0,0.01,20,2.86,O(k),2.0474,,0.8,0.2653
V1,D4_MTD,T5_TFLDT,0.2,0.928333,0.02468,0.0,0.01,20,2.86,O(k + deg),2.0474,,0.8,0.2653
V1,D4_MTD,T_max,0.2,0.841667,0.034237,0.0,0.01,6,0.86,O(k),2.0474,,0.8,0.2653
V1,D4_MTD,T_median,0.2,0.898333,0.030762,0.0,0.01,16,2.29,O(k log k),2.0474,,0.8,0.2653
V1,D4_MTD,T4_EigenTrust,0.2,0.206667,0.047377,0.04,0.01,11400,1628.57,O(iters * E),2.0474,,0.8,0.2653
V1,D4_MTD,T_meanvar_z,0.2,0.935,0.02071,0.0,0.01,18,2.57,O(k),2.0474,,0.8,0.2653
V1T,D4_MTD,T1_mean,0.2,0.99,0.011201,0.0,0.01,7,1.0,O(k),2.0474,,0.8,0.3865
V1T,D4_MTD,T2_SL,0.2,0.99,0.011201,0.0,0.01,20,2.86,O(k),2.0474,,0.8,0.3865
V1T,D4_MTD,T3_Beta,0.2,0.99,0.011201,0.0,0.01,20,2.86,O(k),2.0474,,0.8,0.3865
V1T,D4_MTD,T5_TFLDT,0.2,0.986667,0.012,0.0,0.01,20,2.86,O(k + deg),2.0474,,0.8,0.3865
V1T,D4_MTD,T_max,0.2,0.955,0.017895,0.0,0.01,6,0.86,O(k),2.0474,,0.8,0.3865
V1T,D4_MTD,T_median,0.2,0.98,0.016271,0.0,0.01,16,2.29,O(k log k),2.0474,,0.8,0.3865
V1T,D4_MTD,T4_EigenTrust,0.2,0.268333,0.052917,0.03,0.01,11400,1628.57,O(iters * E),2.0474,,0.8,0.3865
V1T,D4_MTD,T_meanvar_z,0.2,0.985,0.009396,0.0,0.01,18,2.57,O(k),2.0474,,0.8,0.3865
V0,D4_MTD,T1_mean,0.3,0.971667,0.015438,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0,D4_MTD,T2_SL,0.3,0.971667,0.015438,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T3_Beta,0.3,0.971667,0.015438,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T5_TFLDT,0.3,0.958333,0.026823,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0,D4_MTD,T_max,0.3,0.991667,0.007155,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0,D4_MTD,T_median,0.3,0.16,0.034094,0.29,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0,D4_MTD,T4_EigenTrust,0.3,0.178333,0.042619,0.07,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0,D4_MTD,T_meanvar_z,0.3,0.991667,0.007155,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
V0T,D4_MTD,T1_mean,0.3,0.971667,0.015438,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0T,D4_MTD,T2_SL,0.3,0.971667,0.015438,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T3_Beta,0.3,0.971667,0.015438,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T5_TFLDT,0.3,0.958333,0.026823,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0T,D4_MTD,T_max,0.3,0.991667,0.007155,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T_median,0.3,0.16,0.034094,0.29,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0T,D4_MTD,T4_EigenTrust,0.3,0.178333,0.042619,0.07,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0T,D4_MTD,T_meanvar_z,0.3,0.991667,0.007155,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
V1,D4_MTD,T1_mean,0.3,0.97,0.016984,0.0,0.0,7,1.0,O(k),2.0474,,0.7,0.2836
V1,D4_MTD,T2_SL,0.3,0.97,0.016984,0.0,0.0,20,2.86,O(k),2.0474,,0.7,0.2836
V1,D4_MTD,T3_Beta,0.3,0.97,0.016984,0.0,0.0,20,2.86,O(k),2.0474,,0.7,0.2836
V1,D4_MTD,T5_TFLDT,0.3,0.95,0.020503,0.0,0.0,20,2.86,O(k + deg),2.0474,,0.7,0.2836
V1,D4_MTD,T_max,0.3,0.918333,0.02564,0.0,0.0,6,0.86,O(k),2.0474,,0.7,0.2836
V1,D4_MTD,T_median,0.3,0.936667,0.026583,0.0,0.0,16,2.29,O(k log k),2.0474,,0.7,0.2836
V1,D4_MTD,T4_EigenTrust,0.3,0.281667,0.054483,0.01,0.0,11400,1628.57,O(iters * E),2.0474,,0.7,0.2836
V1,D4_MTD,T_meanvar_z,0.3,0.965,0.01628,0.0,0.0,18,2.57,O(k),2.0474,,0.7,0.2836
V1T,D4_MTD,T1_mean,0.3,1.0,0.0,0.0,0.0,7,1.0,O(k),2.0474,,0.7,0.5802
V1T,D4_MTD,T2_SL,0.3,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,,0.7,0.5802
V1T,D4_MTD,T3_Beta,0.3,1.0,0.0,0.0,0.0,20,2.86,O(k),2.0474,,0.7,0.5802
V1T,D4_MTD,T5_TFLDT,0.3,0.998333,0.003267,0.0,0.0,20,2.86,O(k + deg),2.0474,,0.7,0.5802
V1T,D4_MTD,T_max,0.3,0.995,0.005601,0.0,0.0,6,0.86,O(k),2.0474,,0.7,0.5802
V1T,D4_MTD,T_median,0.3,0.998333,0.003267,0.0,0.0,16,2.29,O(k log k),2.0474,,0.7,0.5802
V1T,D4_MTD,T4_EigenTrust,0.3,0.473333,0.061548,0.0,0.0,11400,1628.57,O(iters * E),2.0474,,0.7,0.5802
V1T,D4_MTD,T_meanvar_z,0.3,0.998333,0.003267,0.0,0.0,18,2.57,O(k),2.0474,,0.7,0.5802
V0,D4_MTD,T1_mean,0.4,0.991667,0.007155,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0,D4_MTD,T2_SL,0.4,0.991667,0.007155,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T3_Beta,0.4,0.991667,0.007155,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T5_TFLDT,0.4,0.978333,0.018948,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0,D4_MTD,T_max,0.4,0.991667,0.007155,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0,D4_MTD,T_median,0.4,0.384,0.049019,0.07,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0,D4_MTD,T4_EigenTrust,0.4,0.233333,0.049137,0.04,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0,D4_MTD,T_meanvar_z,0.4,0.991667,0.007155,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
V0T,D4_MTD,T1_mean,0.4,0.991667,0.007155,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0T,D4_MTD,T2_SL,0.4,0.991667,0.007155,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T3_Beta,0.4,0.991667,0.007155,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T5_TFLDT,0.4,0.978333,0.018948,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0T,D4_MTD,T_max,0.4,0.991667,0.007155,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0T,D4_MTD,T_median,0.4,0.384,0.049019,0.07,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0T,D4_MTD,T4_EigenTrust,0.4,0.233333,0.049137,0.04,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0T,D4_MTD,T_meanvar_z,0.4,0.991667,0.007155,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
V1,D4_MTD,T1_mean,0.4,0.978333,0.014427,0.0,0.0,7,1.0,O(k),2.0474,,0.6,0.2797
V1,D4_MTD,T2_SL,0.4,0.978333,0.014427,0.0,0.0,20,2.86,O(k),2.0474,,0.6,0.2797
V1,D4_MTD,T3_Beta,0.4,0.978333,0.014427,0.0,0.0,20,2.86,O(k),2.0474,,0.6,0.2797
V1,D4_MTD,T5_TFLDT,0.4,0.971667,0.017407,0.0,0.0,20,2.86,O(k + deg),2.0474,,0.6,0.2797
V1,D4_MTD,T_max,0.4,0.951667,0.01986,0.0,0.0,6,0.86,O(k),2.0474,,0.6,0.2797
V1,D4_MTD,T_median,0.4,0.951667,0.021426,0.0,0.0,16,2.29,O(k log k),2.0474,,0.6,0.2797
V1,D4_MTD,T4_EigenTrust,0.4,0.343333,0.056067,0.0,0.0,11400,1628.57,O(iters * E),2.0474,,0.6,0.2797
V1,D4_MTD,T_meanvar_z,0.4,0.98,0.012528,0.0,0.0,18,2.57,O(k),2.0474,,0.6,0.2797
V1T,D4_MTD,T1_mean,0.4,1.0,0.0,0.0,0.01,7,1.0,O(k),2.0474,,0.6,0.6233
V1T,D4_MTD,T2_SL,0.4,1.0,0.0,0.0,0.01,20,2.86,O(k),2.0474,,0.6,0.6233
V1T,D4_MTD,T3_Beta,0.4,1.0,0.0,0.0,0.01,20,2.86,O(k),2.0474,,0.6,0.6233
V1T,D4_MTD,T5_TFLDT,0.4,0.998333,0.003267,0.0,0.01,20,2.86,O(k + deg),2.0474,,0.6,0.6233
V1T,D4_MTD,T_max,0.4,0.996667,0.004596,0.0,0.01,6,0.86,O(k),2.0474,,0.6,0.6233
V1T,D4_MTD,T_median,0.4,1.0,0.0,0.0,0.01,16,2.29,O(k log k),2.0474,,0.6,0.6233
V1T,D4_MTD,T4_EigenTrust,0.4,0.571667,0.062682,0.0,0.01,11400,1628.57,O(iters * E),2.0474,,0.6,0.6233
V1T,D4_MTD,T_meanvar_z,0.4,0.998333,0.003267,0.0,0.01,18,2.57,O(k),2.0474,,0.6,0.6233
V0,D4_MTD,T1_mean,0.5,0.993333,0.006434,0.0,0.0,7,1.0,O(k),2.0474,0.0,,
V0,D4_MTD,T2_SL,0.5,0.993333,0.006434,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T3_Beta,0.5,0.993333,0.006434,0.0,0.0,20,2.86,O(k),2.0474,0.0,,
V0,D4_MTD,T5_TFLDT,0.5,0.99,0.009075,0.0,0.0,20,2.86,O(k + deg),2.0474,0.0,,
V0,D4_MTD,T_max,0.5,0.991667,0.007155,0.0,0.0,6,0.86,O(k),2.0474,0.0,,
V0,D4_MTD,T_median,0.5,0.831667,0.031998,0.0,0.0,16,2.29,O(k log k),2.0474,0.0,,
V0,D4_MTD,T4_EigenTrust,0.5,0.308333,0.05442,0.0,0.0,11400,1628.57,O(iters * E),2.0474,0.0,,
V0,D4_MTD,T_meanvar_z,0.5,0.991667,0.007155,0.0,0.0,18,2.57,O(k),2.0474,0.0,,
