tier,defense,scheme,q_attack_frac,tpr_mean,tpr_ci95,inversion_rate,edge_evasion_rate,op_count,cost_vs_T1,complexity,measured_threshold_z,forge,w_m,m
V1T,D1_RF,T1_mean,0.7,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1638,,0.3,0.6194
V1T,D1_RF,T2_SL,0.7,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,,0.3,0.6194
V1T,D1_RF,T3_Beta,0.7,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,,0.3,0.6194
V1T,D1_RF,T5_TFLDT,0.7,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1638,,0.3,0.6194
V1T,D1_RF,T_max,0.7,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1638,,0.3,0.6194
V1T,D1_RF,T_median,0.7,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1638,,0.3,0.6194
V1T,D1_RF,T4_EigenTrust,0.7,0.76,0.054011,0.0,0.0,11400,1628.57,O(iters * E),2.1638,,0.3,0.6194
V1T,D1_RF,T_meanvar_z,0.7,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1638,,0.3,0.6194
V0,D1_RF,T1_mean,0.8,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1638,0.0,,
V0,D1_RF,T2_SL,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,0.0,,
V0,D1_RF,T3_Beta,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,0.0,,
V0,D1_RF,T5_TFLDT,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1638,0.0,,
V0,D1_RF,T_max,0.8,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1638,0.0,,
V0,D1_RF,T_median,0.8,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1638,0.0,,
V0,D1_RF,T4_EigenTrust,0.8,0.658333,0.060069,0.0,0.0,11400,1628.57,O(iters * E),2.1638,0.0,,
V0,D1_RF,T_meanvar_z,0.8,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1638,0.0,,
V0T,D1_RF,T1_mean,0.8,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1638,0.0,,
V0T,D1_RF,T2_SL,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,0.0,,
V0T,D1_RF,T3_Beta,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,0.0,,
V0T,D1_RF,T5_TFLDT,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1638,0.0,,
V0T,D1_RF,T_max,0.8,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1638,0.0,,
V0T,D1_RF,T_median,0.8,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1638,0.0,,
V0T,D1_RF,T4_EigenTrust,0.8,0.658333,0.060069,0.0,0.0,11400,1628.57,O(iters * E),2.1638,0.0,,
V0T,D1_RF,T_meanvar_z,0.8,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1638,0.0,,
V1,D1_RF,T1_mean,0.8,0.996667,0.004596,0.0,0.0,7,1.0,O(k),2.1638,,0.161,0.0
V1,D1_RF,T2_SL,0.8,0.996667,0.004596,0.0,0.0,20,2.86,O(k),2.1638,,0.161,0.0
V1,D1_RF,T3_Beta,0.8,0.996667,0.004596,0.0,0.0,20,2.86,O(k),2.1638,,0.161,0.0
V1,D1_RF,T5_TFLDT,0.8,0.986667,0.010044,0.0,0.0,20,2.86,O(k + deg),2.1638,,0.161,0.0
V1,D1_RF,T_max,0.8,0.996667,0.004596,0.0,0.0,6,0.86,O(k),2.1638,,0.161,0.0
V1,D1_RF,T_median,0.8,0.973333,0.015202,0.0,0.0,16,2.29,O(k log k),2.1638,,0.161,0.0
V1,D1_RF,T4_EigenTrust,0.8,0.68,0.052258,0.0,0.0,11400,1628.57,O(iters * E),2.1638,,0.161,0.0
V1,D1_RF,T_meanvar_z,0.8,0.996667,0.004596,0.0,0.0,18,2.57,O(k),2.1638,,0.161,0.0
V1T,D1_RF,T1_mean,0.8,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1638,,0.2,0.5643
V1T,D1_RF,T2_SL,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,,0.2,0.5643
V1T,D1_RF,T3_Beta,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,,0.2,0.5643
V1T,D1_RF,T5_TFLDT,0.8,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1638,,0.2,0.5643
V1T,D1_RF,T_max,0.8,0.998333,0.003267,0.0,0.0,6,0.86,O(k),2.1638,,0.2,0.5643
V1T,D1_RF,T_median,0.8,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1638,,0.2,0.5643
V1T,D1_RF,T4_EigenTrust,0.8,0.793333,0.050887,0.0,0.0,11400,1628.57,O(iters * E),2.1638,,0.2,0.5643
V1T,D1_RF,T_meanvar_z,0.8,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1638,,0.2,0.5643
V0,D1_RF,T1_mean,0.9,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1638,0.0,,
V0,D1_RF,T2_SL,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,0.0,,
V0,D1_RF,T3_Beta,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,0.0,,
V0,D1_RF,T5_TFLDT,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1638,0.0,,
V0,D1_RF,T_max,0.9,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1638,0.0,,
V0,D1_RF,T_median,0.9,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1638,0.0,,
V0,D1_RF,T4_EigenTrust,0.9,0.743333,0.052205,0.0,0.0,11400,1628.57,O(iters * E),2.1638,0.0,,
V0,D1_RF,T_meanvar_z,0.9,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1638,0.0,,
V0T,D1_RF,T1_mean,0.9,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1638,0.0,,
V0T,D1_RF,T2_SL,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,0.0,,
V0T,D1_RF,T3_Beta,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,0.0,,
V0T,D1_RF,T5_TFLDT,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1638,0.0,,
V0T,D1_RF,T_max,0.9,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1638,0.0,,
V0T,D1_RF,T_median,0.9,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1638,0.0,,
V0T,D1_RF,T4_EigenTrust,0.9,0.743333,0.052205,0.0,0.0,11400,1628.57,O(iters * E),2.1638,0.0,,
V0T,D1_RF,T_meanvar_z,0.9,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1638,0.0,,
V1,D1_RF,T1_mean,0.9,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1638,,0.0805,0.0
V1,D1_RF,T2_SL,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,,0.0805,0.0
V1,D1_RF,T3_Beta,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,,0.0805,0.0
V1,D1_RF,T5_TFLDT,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1638,,0.0805,0.0
V1,D1_RF,T_max,0.9,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1638,,0.0805,0.0
V1,D1_RF,T_median,0.9,0.998333,0.003267,0.0,0.0,16,2.29,O(k log k),2.1638,,0.0805,0.0
V1,D1_RF,T4_EigenTrust,0.9,0.798333,0.04412,0.0,0.0,11400,1628.57,O(iters * E),2.1638,,0.0805,0.0
V1,D1_RF,T_meanvar_z,0.9,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1638,,0.0805,0.0
V1T,D1_RF,T1_mean,0.9,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1638,,0.1,0.4198
V1T,D1_RF,T2_SL,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,,0.1,0.4198
V1T,D1_RF,T3_Beta,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,,0.1,0.4198
V1T,D1_RF,T5_TFLDT,0.9,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1638,,0.1,0.4198
V1T,D1_RF,T_max,0.9,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1638,,0.1,0.4198
V1T,D1_RF,T_median,0.9,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1638,,0.1,0.4198
V1T,D1_RF,T4_EigenTrust,0.9,0.833333,0.043307,0.0,0.0,11400,1628.57,O(iters * E),2.1638,,0.1,0.4198
V1T,D1_RF,T_meanvar_z,0.9,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1638,,0.1,0.4198
V0,D1_RF,T1_mean,1.0,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1638,0.0,,
V0,D1_RF,T2_SL,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,0.0,,
V0,D1_RF,T3_Beta,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,0.0,,
V0,D1_RF,T5_TFLDT,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1638,0.0,,
V0,D1_RF,T_max,1.0,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1638,0.0,,
V0,D1_RF,T_median,1.0,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1638,0.0,,
V0,D1_RF,T4_EigenTrust,1.0,0.908333,0.033921,0.0,0.0,11400,1628.57,O(iters * E),2.1638,0.0,,
V0,D1_RF,T_meanvar_z,1.0,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1638,0.0,,
V0T,D1_RF,T1_mean,1.0,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1638,0.0,,
V0T,D1_RF,T2_SL,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,0.0,,
V0T,D1_RF,T3_Beta,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,0.0,,
V0T,D1_RF,T5_TFLDT,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1638,0.0,,
V0T,D1_RF,T_max,1.0,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1638,0.0,,
V0T,D1_RF,T_median,1.0,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1638,0.0,,
V0T,D1_RF,T4_EigenTrust,1.0,0.908333,0.033921,0.0,0.0,11400,1628.57,O(iters * E),2.1638,0.0,,
V0T,D1_RF,T_meanvar_z,1.0,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1638,0.0,,
V1,D1_RF,T1_mean,1.0,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1638,,0.0,0.2698
V1,D1_RF,T2_SL,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,,0.0,0.2698
V1,D1_RF,T3_Beta,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,,0.0,0.2698
V1,D1_RF,T5_TFLDT,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1638,,0.0,0.2698
V1,D1_RF,T_max,1.0,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1638,,0.0,0.2698
V1,D1_RF,T_median,1.0,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1638,,0.0,0.2698
V1,D1_RF,T4_EigenTrust,1.0,0.906667,0.03422,0.0,0.0,11400,1628.57,O(iters * E),2.1638,,0.0,0.2698
V1,D1_RF,T_meanvar_z,1.0,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1638,,0.0,0.2698
V1T,D1_RF,T1_mean,1.0,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1638,,0.0,0.2698
V1T,D1_RF,T2_SL,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,,0.0,0.2698
V1T,D1_RF,T3_Beta,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1638,,0.0,0.2698
V1T,D1_RF,T5_TFLDT,1.0,1.0,0.0,0.0,0.0,20,2.86,O(k + deg),2.1638,,0.0,0.2698
V1T,D1_RF,T_max,1.0,1.0,0.0,0.0,0.0,6,0.86,O(k),2.1638,,0.0,0.2698
V1T,D1_RF,T_median,1.0,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1638,,0.0,0.2698
V1T,D1_RF,T4_EigenTrust,1.0,0.906667,0.03422,0.0,0.0,11400,1628.57,O(iters * E),2.1638,,0.0,0.2698
V1T,D1_RF,T_meanvar_z,1.0,1.0,0.0,0.0,0.0,18,2.57,O(k),2.1638,,0.0,0.2698
V0,D2_CNN,T1_mean,0.1,0.358,0.049753,0.06,0.01,7,1.0,O(k),2.1364,0.0,,
V0,D2_CNN,T2_SL,0.1,0.358,0.049753,0.06,0.01,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T3_Beta,0.1,0.358,0.049753,0.06,0.01,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T5_TFLDT,0.1,0.362667,0.049297,0.06,0.01,20,2.86,O(k + deg),2.1364,0.0,,
V0,D2_CNN,T_max,0.1,0.531333,0.04462,0.02,0.01,6,0.86,O(k),2.1364,0.0,,
V0,D2_CNN,T_median,0.1,0.061667,0.023054,0.65,0.01,16,2.29,O(k log k),2.1364,0.0,,
V0,D2_CNN,T4_EigenTrust,0.1,0.08,0.026866,0.31,0.01,11400,1628.57,O(iters * E),2.1364,0.0,,
V0,D2_CNN,T_meanvar_z,0.1,0.524667,0.045022,0.02,0.01,18,2.57,O(k),2.1364,0.0,,
V0T,D2_CNN,T1_mean,0.1,0.358,0.049753,0.06,0.01,7,1.0,O(k),2.1364,0.0,,
V0T,D2_CNN,T2_SL,0.1,0.358,0.049753,0.06,0.01,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T3_Beta,0.1,0.358,0.049753,0.06,0.01,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T5_TFLDT,0.1,0.362667,0.049297,0.06,0.01,20,2.86,O(k + deg),2.1364,0.0,,
V0T,D2_CNN,T_max,0.1,0.531333,0.04462,0.02,0.01,6,0.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T_median,0.1,0.061667,0.023054,0.65,0.01,16,2.29,O(k log k),2.1364,0.0,,
V0T,D2_CNN,T4_EigenTrust,0.1,0.08,0.026866,0.31,0.01,11400,1628.57,O(iters * E),2.1364,0.0,,
V0T,D2_CNN,T_meanvar_z,0.1,0.524667,0.045022,0.02,0.01,18,2.57,O(k),2.1364,0.0,,
V1,D2_CNN,T1_mean,0.1,0.831333,0.042176,0.0,0.03,7,1.0,O(k),2.1364,,0.9,0.1897
V1,D2_CNN,T2_SL,0.1,0.831333,0.042176,0.0,0.03,20,2.86,O(k),2.1364,,0.9,0.1897
V1,D2_CNN,T3_Beta,0.1,0.831333,0.042176,0.0,0.03,20,2.86,O(k),2.1364,,0.9,0.1897
V1,D2_CNN,T5_TFLDT,0.1,0.821333,0.039741,0.0,0.03,20,2.86,O(k + deg),2.1364,,0.9,0.1897
V1,D2_CNN,T_max,0.1,0.668,0.044369,0.0,0.03,6,0.86,O(k),2.1364,,0.9,0.1897
V1,D2_CNN,T_median,0.1,0.756667,0.044394,0.0,0.03,16,2.29,O(k log k),2.1364,,0.9,0.1897
V1,D2_CNN,T4_EigenTrust,0.1,0.145,0.037622,0.15,0.03,11400,1628.57,O(iters * E),2.1364,,0.9,0.1897
V1,D2_CNN,T_meanvar_z,0.1,0.831667,0.03364,0.0,0.03,18,2.57,O(k),2.1364,,0.9,0.1897
V1T,D2_CNN,T1_mean,0.1,0.476333,0.047033,0.02,0.07,7,1.0,O(k),2.1364,,0.9,0.0628
V1T,D2_CNN,T2_SL,0.1,0.476333,0.047033,0.02,0.07,20,2.86,O(k),2.1364,,0.9,0.0628
V1T,D2_CNN,T3_Beta,0.1,0.476333,0.047033,0.02,0.07,20,2.86,O(k),2.1364,,0.9,0.0628
V1T,D2_CNN,T5_TFLDT,0.1,0.477667,0.045795,0.02,0.07,20,2.86,O(k + deg),2.1364,,0.9,0.0628
V1T,D2_CNN,T_max,0.1,0.477667,0.04108,0.02,0.07,6,0.86,O(k),2.1364,,0.9,0.0628
V1T,D2_CNN,T_median,0.1,0.240333,0.046256,0.1,0.07,16,2.29,O(k log k),2.1364,,0.9,0.0628
V1T,D2_CNN,T4_EigenTrust,0.1,0.118333,0.034212,0.28,0.07,11400,1628.57,O(iters * E),2.1364,,0.9,0.0628
V1T,D2_CNN,T_meanvar_z,0.1,0.492667,0.045866,0.01,0.07,18,2.57,O(k),2.1364,,0.9,0.0628
V0,D2_CNN,T1_mean,0.2,0.855,0.037044,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0,D2_CNN,T2_SL,0.2,0.855,0.037044,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T3_Beta,0.2,0.855,0.037044,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T5_TFLDT,0.2,0.855,0.039028,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0,D2_CNN,T_max,0.2,0.96,0.015483,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0,D2_CNN,T_median,0.2,0.136667,0.033923,0.37,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0,D2_CNN,T4_EigenTrust,0.2,0.153333,0.039035,0.21,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0,D2_CNN,T_meanvar_z,0.2,0.955,0.015986,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V0T,D2_CNN,T1_mean,0.2,0.855,0.037044,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0T,D2_CNN,T2_SL,0.2,0.855,0.037044,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T3_Beta,0.2,0.855,0.037044,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T5_TFLDT,0.2,0.855,0.039028,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0T,D2_CNN,T_max,0.2,0.96,0.015483,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T_median,0.2,0.136667,0.033923,0.37,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0T,D2_CNN,T4_EigenTrust,0.2,0.153333,0.039035,0.21,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0T,D2_CNN,T_meanvar_z,0.2,0.955,0.015986,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V1,D2_CNN,T1_mean,0.2,0.955,0.021203,0.0,0.0,7,1.0,O(k),2.1364,,0.8,0.2488
V1,D2_CNN,T2_SL,0.2,0.955,0.021203,0.0,0.0,20,2.86,O(k),2.1364,,0.8,0.2488
V1,D2_CNN,T3_Beta,0.2,0.955,0.021203,0.0,0.0,20,2.86,O(k),2.1364,,0.8,0.2488
V1,D2_CNN,T5_TFLDT,0.2,0.936667,0.021669,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.8,0.2488
V1,D2_CNN,T_max,0.2,0.865,0.031386,0.0,0.0,6,0.86,O(k),2.1364,,0.8,0.2488
V1,D2_CNN,T_median,0.2,0.913333,0.029541,0.0,0.0,16,2.29,O(k log k),2.1364,,0.8,0.2488
V1,D2_CNN,T4_EigenTrust,0.2,0.208333,0.048112,0.03,0.0,11400,1628.57,O(iters * E),2.1364,,0.8,0.2488
V1,D2_CNN,T_meanvar_z,0.2,0.945,0.019729,0.0,0.0,18,2.57,O(k),2.1364,,0.8,0.2488
V1T,D2_CNN,T1_mean,0.2,0.996667,0.004596,0.0,0.0,7,1.0,O(k),2.1364,,0.8,0.3992
V1T,D2_CNN,T2_SL,0.2,0.996667,0.004596,0.0,0.0,20,2.86,O(k),2.1364,,0.8,0.3992
V1T,D2_CNN,T3_Beta,0.2,0.996667,0.004596,0.0,0.0,20,2.86,O(k),2.1364,,0.8,0.3992
V1T,D2_CNN,T5_TFLDT,0.2,0.993333,0.007934,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.8,0.3992
V1T,D2_CNN,T_max,0.2,0.971667,0.013972,0.0,0.0,6,0.86,O(k),2.1364,,0.8,0.3992
V1T,D2_CNN,T_median,0.2,0.993333,0.007934,0.0,0.0,16,2.29,O(k log k),2.1364,,0.8,0.3992
V1T,D2_CNN,T4_EigenTrust,0.2,0.285,0.055966,0.01,0.0,11400,1628.57,O(iters * E),2.1364,,0.8,0.3992
V1T,D2_CNN,T_meanvar_z,0.2,0.993333,0.006434,0.0,0.0,18,2.57,O(k),2.1364,,0.8,0.3992
V0,D2_CNN,T1_mean,0.3,0.988333,0.009577,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0,D2_CNN,T2_SL,0.3,0.988333,0.009577,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T3_Beta,0.3,0.988333,0.009577,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T5_TFLDT,0.3,0.98,0.018734,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0,D2_CNN,T_max,0.3,0.991667,0.007155,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0,D2_CNN,T_median,0.3,0.248333,0.040609,0.1,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0,D2_CNN,T4_EigenTrust,0.3,0.19,0.043063,0.06,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0,D2_CNN,T_meanvar_z,0.3,0.991667,0.007155,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V0T,D2_CNN,T1_mean,0.3,0.988333,0.009577,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0T,D2_CNN,T2_SL,0.3,0.988333,0.009577,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T3_Beta,0.3,0.988333,0.009577,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T5_TFLDT,0.3,0.98,0.018734,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0T,D2_CNN,T_max,0.3,0.991667,0.007155,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T_median,0.3,0.248333,0.040609,0.1,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0T,D2_CNN,T4_EigenTrust,0.3,0.19,0.043063,0.06,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0T,D2_CNN,T_meanvar_z,0.3,0.991667,0.007155,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V1,D2_CNN,T1_mean,0.3,0.973333,0.015895,0.0,0.0,7,1.0,O(k),2.1364,,0.7,0.2697
V1,D2_CNN,T2_SL,0.3,0.973333,0.015895,0.0,0.0,20,2.86,O(k),2.1364,,0.7,0.2697
V1,D2_CNN,T3_Beta,0.3,0.973333,0.015895,0.0,0.0,20,2.86,O(k),2.1364,,0.7,0.2697
V1,D2_CNN,T5_TFLDT,0.3,0.96,0.017447,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.7,0.2697
V1,D2_CNN,T_max,0.3,0.926667,0.024268,0.0,0.0,6,0.86,O(k),2.1364,,0.7,0.2697
V1,D2_CNN,T_median,0.3,0.951667,0.023352,0.0,0.0,16,2.29,O(k log k),2.1364,,0.7,0.2697
V1,D2_CNN,T4_EigenTrust,0.3,0.281667,0.054086,0.01,0.0,11400,1628.57,O(iters * E),2.1364,,0.7,0.2697
V1,D2_CNN,T_meanvar_z,0.3,0.973333,0.014476,0.0,0.0,18,2.57,O(k),2.1364,,0.7,0.2697
V1T,D2_CNN,T1_mean,0.3,1.0,0.0,0.0,0.0,7,1.0,O(k),2.1364,,0.7,0.5928
V1T,D2_CNN,T2_SL,0.3,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.7,0.5928
V1T,D2_CNN,T3_Beta,0.3,1.0,0.0,0.0,0.0,20,2.86,O(k),2.1364,,0.7,0.5928
V1T,D2_CNN,T5_TFLDT,0.3,0.998333,0.003267,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.7,0.5928
V1T,D2_CNN,T_max,0.3,0.995,0.005601,0.0,0.0,6,0.86,O(k),2.1364,,0.7,0.5928
V1T,D2_CNN,T_median,0.3,1.0,0.0,0.0,0.0,16,2.29,O(k log k),2.1364,,0.7,0.5928
V1T,D2_CNN,T4_EigenTrust,0.3,0.496667,0.061242,0.0,0.0,11400,1628.57,O(iters * E),2.1364,,0.7,0.5928
V1T,D2_CNN,T_meanvar_z,0.3,0.998333,0.003267,0.0,0.0,18,2.57,O(k),2.1364,,0.7,0.5928
V0,D2_CNN,T1_mean,0.4,0.993333,0.006434,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0,D2_CNN,T2_SL,0.4,0.993333,0.006434,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T3_Beta,0.4,0.993333,0.006434,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0,D2_CNN,T5_TFLDT,0.4,0.981667,0.016013,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0,D2_CNN,T_max,0.4,0.991667,0.007155,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0,D2_CNN,T_median,0.4,0.479,0.051991,0.01,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0,D2_CNN,T4_EigenTrust,0.4,0.255,0.050105,0.04,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0,D2_CNN,T_meanvar_z,0.4,0.991667,0.007155,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V0T,D2_CNN,T1_mean,0.4,0.993333,0.006434,0.0,0.0,7,1.0,O(k),2.1364,0.0,,
V0T,D2_CNN,T2_SL,0.4,0.993333,0.006434,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T3_Beta,0.4,0.993333,0.006434,0.0,0.0,20,2.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T5_TFLDT,0.4,0.981667,0.016013,0.0,0.0,20,2.86,O(k + deg),2.1364,0.0,,
V0T,D2_CNN,T_max,0.4,0.991667,0.007155,0.0,0.0,6,0.86,O(k),2.1364,0.0,,
V0T,D2_CNN,T_median,0.4,0.479,0.051991,0.01,0.0,16,2.29,O(k log k),2.1364,0.0,,
V0T,D2_CNN,T4_EigenTrust,0.4,0.255,0.050105,0.04,0.0,11400,1628.57,O(iters * E),2.1364,0.0,,
V0T,D2_CNN,T_meanvar_z,0.4,0.991667,0.007155,0.0,0.0,18,2.57,O(k),2.1364,0.0,,
V1,D2_CNN,T1_mean,0.4,0.983333,0.010889,0.0,0.0,7,1.0,O(k),2.1364,,0.6,0.2669
V1,D2_CNN,T2_SL,0.4,0.983333,0.010889,0.0,0.0,20,2.86,O(k),2.1364,,0.6,0.2669
V1,D2_CNN,T3_Beta,0.4,0.983333,0.010889,0.0,0.0,20,2.86,O(k),2.1364,,0.6,0.2669
V1,D2_CNN,T5_TFLDT,0.4,0.975,0.01698,0.0,0.0,20,2.86,O(k + deg),2.1364,,0.6,0.2669
V1,D2_CNN,T_max,0.4,0.955,0.019619,0.0,0.0,6,0.86,O(k),2.1364,,0.6,0.2669
V1,D2_CNN,T_median,0.4,0.965,0.018743,0.0,0.0,16,2.29,O(k log k),2.1364,,0.6,0.2669
V1,D2_CNN,T4_EigenTrust,0.4,0.356667,0.056489,0.0,0.0,11400,1628.57,O(iters * E),2.1364,,0.6,0.2669
