defense,scheme,profile,N,sigma,phi,p,inclique,clique_forced,n_seeds,AUC,tpr_at_fpr01,gap,stealth,worst_vis
D4_MTD,T4_EigenTrust,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.8583333333333333,0.050368506703823875,1.0,-0.02494365963726522
D4_MTD,T4_EigenTrust,AP6c_active,20,0.15,,,0.0,True,100,,0.4416666666666667,0.03343532735191572,1.0,-0.03447229107226865
D4_MTD,T5_TFLDT,AP1,20,0.15,,,,False,100,,1.0,0.5688621780047955,0.0,0.6677902093560718
D4_MTD,T5_TFLDT,AP4_phi030,20,0.15,0.3,,,False,100,,0.975,0.1789344786945022,1.0,0.22751073365217997
D4_MTD,T5_TFLDT,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,1.0,0.5685857566592138,0.0016666666666666666,0.6630507147074153
D4_MTD,T5_TFLDT,AP6c_active,20,0.15,,,0.0,True,100,,0.99,0.2683622709713631,0.9966666666666666,0.3082811156110826
D5_Stochastic,T1_mean,AP1,20,0.15,,,,False,100,,1.0,0.4170042441041309,0.0,0.8290001846321107
D5_Stochastic,T1_mean,AP4_phi030,20,0.15,0.3,,,False,100,,0.5693333333333332,0.1283860976697832,0.9100000000000001,0.5118355069011141
D5_Stochastic,T1_mean,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.9766666666666666,0.27961527875414943,0.19666666666666666,0.6691800409422651
D5_Stochastic,T1_mean,AP6c_active,20,0.15,,,0.0,True,100,,0.03833333333333333,-0.054136932497603034,1.0,0.2814318798927088
D5_Stochastic,T_max,AP1,20,0.15,,,,False,100,,0.9883333333333334,0.33729665204353054,0.0,0.962472791096831
D5_Stochastic,T_max,AP4_phi030,20,0.15,0.3,,,False,100,,0.8600000000000001,0.2821658915662225,0.028333333333333332,0.795245424534096
D5_Stochastic,T_max,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.8363333333333332,0.2600817163473064,0.02,0.7898741989173435
D5_Stochastic,T_max,AP6c_active,20,0.15,,,0.0,True,100,,0.9666666666666669,0.3201124263134962,0.013333333333333332,0.8713055328221655
D5_Stochastic,T_meanvar_z,AP1,20,0.15,,,,False,100,,0.995,5.95874358495304,0.0,4.776558932562615
D5_Stochastic,T_meanvar_z,AP4_phi030,20,0.15,0.3,,,False,100,,0.779,2.8105880770605918,0.02333333333333333,1.69313314405501
D5_Stochastic,T_meanvar_z,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.9350000000000002,3.8374508274590386,0.006666666666666666,2.7351341977395247
D5_Stochastic,T_meanvar_z,AP6c_active,20,0.15,,,0.0,True,100,,0.9883333333333334,14.72588396811969,0.009999999999999998,9.863677018686612
D5_Stochastic,T4_EigenTrust,AP1,20,0.15,,,,False,100,,0.695,0.04077212518276974,1.0,-0.03702366726570781
D5_Stochastic,T4_EigenTrust,AP4_phi030,20,0.15,0.3,,,False,100,,0.1583333333333333,0.011449137464678755,1.0,-0.06429727012699464
D5_Stochastic,T4_EigenTrust,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.3399999999999999,0.024105183177008896,1.0,-0.05230677214736619
D5_Stochastic,T4_EigenTrust,AP6c_active,20,0.15,,,0.0,True,100,,0.06666666666666667,0.009072265635639887,1.0,-0.054986264337029515
D5_Stochastic,T5_TFLDT,AP1,20,0.15,,,,False,100,,1.0,0.2860772496898853,0.008333333333333333,0.7499322135923628
D5_Stochastic,T5_TFLDT,AP4_phi030,20,0.15,0.3,,,False,100,,0.5743333333333334,0.08787415238259574,0.9933333333333334,0.5117961978407934
D5_Stochastic,T5_TFLDT,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.955,0.1912149332257884,0.5273333333333333,0.6302536781051097
D5_Stochastic,T5_TFLDT,AP6c_active,20,0.15,,,0.0,True,100,,0.026666666666666665,-0.04221778242487926,1.0,0.33374600922709013
D6_DRL,T1_mean,AP1,20,0.15,,,,False,100,,1.0,0.7906052245984712,0.0,0.8389744888519904
D6_DRL,T1_mean,AP4_phi030,20,0.15,0.3,,,False,100,,0.9783333333333333,0.24811817260243355,0.9666666666666667,0.26881708845159397
D6_DRL,T1_mean,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.9983333333333334,0.42426015286320196,0.3403333333333333,0.44630870800102024
D6_DRL,T1_mean,AP6c_active,20,0.15,,,0.0,True,100,,0.9633333333333333,0.31465885937334503,0.8016666666666667,0.28396239513626703
D6_DRL,T_max,AP1,20,0.15,,,,False,100,,1.0,0.7297729781637373,0.0,0.969423629269994
D6_DRL,T_max,AP4_phi030,20,0.15,0.3,,,False,100,,0.9916666666666667,0.6757096223962468,0.008333333333333333,0.7871174532283706
D6_DRL,T_max,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.9766666666666667,0.4440882590940066,0.034999999999999996,0.5664741989173433
D6_DRL,T_max,AP6c_active,20,0.15,,,0.0,True,100,,0.99,0.7141351674018721,0.009999999999999998,0.8812481814538579
D6_DRL,T_meanvar_z,AP1,20,0.15,,,,False,100,,1.0,12.274270152752665,0.0,9.613292502410586
D6_DRL,T_meanvar_z,AP4_phi030,20,0.15,0.3,,,False,100,,0.9916666666666667,9.952747019679862,0.006666666666666666,6.359452103672929
D6_DRL,T_meanvar_z,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.9966666666666667,6.599455395316204,0.0016666666666666666,4.853034465655101
D6_DRL,T_meanvar_z,AP6c_active,20,0.15,,,0.0,True,100,,0.9883333333333334,15.129249419438054,0.009999999999999998,10.150054425910593
D6_DRL,T4_EigenTrust,AP1,20,0.15,,,,False,100,,0.8333333333333333,0.04824716471397235,1.0,-0.027485364594155386
D6_DRL,T4_EigenTrust,AP4_phi030,20,0.15,0.3,,,False,100,,0.18833333333333335,0.013101381800363741,1.0,-0.06201356067405316
D6_DRL,T4_EigenTrust,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.2733333333333334,0.020733250934763144,1.0,-0.05325740703742961
D6_DRL,T4_EigenTrust,AP6c_active,20,0.15,,,0.0,True,100,,0.3633333333333333,0.03015666480500515,1.0,-0.037636412289388466
D6_DRL,T5_TFLDT,AP1,20,0.15,,,,False,100,,1.0,0.5415239118362534,0.0,0.6615059707323657
D6_DRL,T5_TFLDT,AP4_phi030,20,0.15,0.3,,,False,100,,0.9566666666666667,0.17008569533677864,1.0,0.24025007147741387
D6_DRL,T5_TFLDT,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.9966666666666667,0.29030950957509155,0.895,0.37214189913717527
D6_DRL,T5_TFLDT,AP6c_active,20,0.15,,,0.0,True,100,,0.9783333333333333,0.24392294577905788,1.0,0.30555854704803875
