defense,scheme,profile,N,sigma,phi,p,inclique,clique_forced,n_seeds,AUC,tpr_at_fpr01,gap,stealth,worst_vis
D4_MTD,T4_EigenTrust,AP1,20,0.15,,,,False,100,,0.8616666666666666,0.05022716304496171,1.0,-0.025527164028766768
D4_MTD,T4_EigenTrust,AP4_phi030,20,0.15,0.3,,,False,100,,0.19166666666666668,0.013489886488411722,1.0,-0.061722219343392296
D4_MTD,T4_EigenTrust,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.725,0.04188490075015369,1.0,-0.03349087017945808
D4_MTD,T4_EigenTrust,AP6c_active,20,0.15,,,0.0,True,100,,0.4416666666666667,0.03361904990119431,1.0,-0.03435058278596762
D4_MTD,T5_TFLDT,AP1,20,0.15,,,,False,100,,1.0,0.5622297033343788,0.0,0.6740872352275548
D4_MTD,T5_TFLDT,AP4_phi030,20,0.15,0.3,,,False,100,,0.9683333333333333,0.1767370148690243,1.0,0.23702434983875684
D4_MTD,T5_TFLDT,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,1.0,0.49853757930613873,0.005,0.5912208669075509
D4_MTD,T5_TFLDT,AP6c_active,20,0.15,,,0.0,True,100,,0.9816666666666666,0.2593974049746309,1.0,0.3104503476147303
D5_Stochastic,T1_mean,AP1,20,0.15,,,,False,100,,1.0,0.4073869034443492,0.0,0.8226420743347527
D5_Stochastic,T1_mean,AP4_phi030,20,0.15,0.3,,,False,100,,0.5559999999999999,0.12535062343111897,0.9000000000000001,0.5129818984679708
D5_Stochastic,T1_mean,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.96,0.25193612179864433,0.285,0.6451091247225073
D5_Stochastic,T1_mean,AP6c_active,20,0.15,,,0.0,True,100,,0.026666666666666665,-0.060792176253676146,1.0,0.2797922220092608
D5_Stochastic,T_max,AP1,20,0.15,,,,False,100,,0.985,0.3317052621035073,0.0,0.9577441866669162
D5_Stochastic,T_max,AP4_phi030,20,0.15,0.3,,,False,100,,0.845,0.27397064835154256,0.026666666666666665,0.7888421153776493
D5_Stochastic,T_max,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.7546666666666666,0.23664485569489851,0.028333333333333332,0.7655300289701782
D5_Stochastic,T_max,AP6c_active,20,0.15,,,0.0,True,100,,0.96,0.3137503827925291,0.013333333333333332,0.8649269578978547
D5_Stochastic,T_meanvar_z,AP1,20,0.15,,,,False,100,,0.995,5.809166794071718,0.0,4.649541881999446
D5_Stochastic,T_meanvar_z,AP4_phi030,20,0.15,0.3,,,False,100,,0.7639999999999999,2.7024435047843043,0.026666666666666665,1.6036862851615763
D5_Stochastic,T_meanvar_z,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.8833333333333334,3.409719446992064,0.008333333333333333,2.370750172109047
D5_Stochastic,T_meanvar_z,AP6c_active,20,0.15,,,0.0,True,100,,0.9883333333333334,14.533761444276998,0.009999999999999998,9.695124259463487
D5_Stochastic,T4_EigenTrust,AP1,20,0.15,,,,False,100,,0.6833333333333332,0.03989701237803057,1.0,-0.03786456159683925
D5_Stochastic,T4_EigenTrust,AP4_phi030,20,0.15,0.3,,,False,100,,0.15499999999999997,0.011252265203386165,1.0,-0.06445629254164399
D5_Stochastic,T4_EigenTrust,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.2916666666666667,0.02145427523109697,1.0,-0.05464767112312575
D5_Stochastic,T4_EigenTrust,AP6c_active,20,0.15,,,0.0,True,100,,0.05833333333333332,0.007478082277238403,1.0,-0.05627466506565892
D5_Stochastic,T5_TFLDT,AP1,20,0.15,,,,False,100,,1.0,0.2794914619533559,0.008333333333333333,0.7463271791297308
D5_Stochastic,T5_TFLDT,AP4_phi030,20,0.15,0.3,,,False,100,,0.5576666666666666,0.08579125850111731,0.9933333333333334,0.5136991602126586
D5_Stochastic,T5_TFLDT,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.9283333333333332,0.17226894998977701,0.6506666666666666,0.6131314371407653
D5_Stochastic,T5_TFLDT,AP6c_active,20,0.15,,,0.0,True,100,,0.01833333333333333,-0.04738114692527574,1.0,0.332439674997243
D6_DRL,T1_mean,AP1,20,0.15,,,,False,100,,1.0,0.7891884612150946,0.0,0.8438124344037403
D6_DRL,T1_mean,AP4_phi030,20,0.15,0.3,,,False,100,,0.9733333333333333,0.24754283179344508,0.97,0.2731288086070491
D6_DRL,T1_mean,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.9983333333333334,0.4587492679163004,0.19499999999999995,0.48626858452633515
D6_DRL,T1_mean,AP6c_active,20,0.15,,,0.0,True,100,,0.9583333333333333,0.3110387203830675,0.8100000000000002,0.28517346306303926
D6_DRL,T_max,AP1,20,0.15,,,,False,100,,1.0,0.7232570752727534,0.0,0.9725493537007986
D6_DRL,T_max,AP4_phi030,20,0.15,0.3,,,False,100,,0.9916666666666667,0.6713236264900233,0.008333333333333333,0.7930029070155186
D6_DRL,T_max,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.9883333333333333,0.47621245403990026,0.02,0.6064340754426583
D6_DRL,T_max,AP6c_active,20,0.15,,,0.0,True,100,,0.99,0.7081981995699439,0.009999999999999998,0.8860362937750326
D6_DRL,T_meanvar_z,AP1,20,0.15,,,,False,100,,1.0,12.247802045238352,0.0,9.575527079079263
D6_DRL,T_meanvar_z,AP4_phi030,20,0.15,0.3,,,False,100,,0.9916666666666667,9.953855234906001,0.006666666666666666,6.368304771282336
D6_DRL,T_meanvar_z,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.9966666666666667,7.132468709627194,0.0,5.257129825970762
D6_DRL,T_meanvar_z,AP6c_active,20,0.15,,,0.0,True,100,,0.9883333333333334,15.299246196696497,0.009999999999999998,10.270847162975464
D6_DRL,T4_EigenTrust,AP1,20,0.15,,,,False,100,,0.835,0.04857969825559772,1.0,-0.027197396644059898
D6_DRL,T4_EigenTrust,AP4_phi030,20,0.15,0.3,,,False,100,,0.18833333333333335,0.013162451915671227,1.0,-0.06197726864158258
D6_DRL,T4_EigenTrust,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.3283333333333333,0.02295127455512575,1.0,-0.051254139553340815
D6_DRL,T4_EigenTrust,AP6c_active,20,0.15,,,0.0,True,100,,0.36666666666666664,0.03059692785031076,1.0,-0.037254716602181805
D6_DRL,T5_TFLDT,AP1,20,0.15,,,,False,100,,1.0,0.5405637123596395,0.0,0.6663395462813684
D6_DRL,T5_TFLDT,AP4_phi030,20,0.15,0.3,,,False,100,,0.9566666666666667,0.16968707996191504,1.0,0.24479381205816572
D6_DRL,T5_TFLDT,AP5_phi100_p10,20,0.15,1.0,10,,False,100,,0.9966666666666667,0.3139110328561877,0.7933333333333334,0.40336417161495197
D6_DRL,T5_TFLDT,AP6c_active,20,0.15,,,0.0,True,100,,0.9749999999999999,0.24111089769358188,1.0,0.307271748070848
